country,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e,gfw_forest_carbon_gross_emissions_2023__Mg_CO2e,gfw_forest_carbon_gross_emissions_2024__Mg_CO2e
French Guiana,75,8131838,1373367809,743,2850215,19222219,-16372003,2289303.0,1912197.0,1403167.0,3588081.0,2099644.0,1946999.0,2500845.0,3916968.0,2171815.0,2439208.0,2058642.0,7370882.0,2179146.0,3004119.0,2048736.0,4359387.0,2951375.0,2745506.0,2492601.0,3236054.0,1696719.0,2900273.0,3715402.0,3378112.0
Gabon,30,24690954,3124483759,531,14587473,80124720,-65537248,8854536.0,8180158.0,10234294.0,5917404.0,10798114.0,10915928.0,9752888.0,10294837.0,11436584.0,6633498.0,11054218.0,10767664.0,27060195.0,30542398.0,16585807.0,21135838.0,25162557.0,17286908.0,18661703.0,14335606.0,12246690.0,19598653.0,13259469.0,19383394.0
Gabon,50,24158383,3105179603,579,14214196,76305437,-62091241,8726797.0,8051075.0,10137090.0,5772458.0,10637522.0,10326896.0,9455347.0,9825711.0,11297449.0,6474800.0,10599528.0,10338394.0,26063919.0,29792634.0,16308787.0,20714853.0,24733182.0,16958503.0,18332096.0,13969379.0,11977188.0,19004010.0,12869271.0,18773793.0
Gabon,75,23070286,3030429480,622,12398786,70553168,-58154382,7959248.0,7389121.0,9342451.0,5237174.0,9688742.0,8774429.0,8396854.0,8386263.0,10451687.0,5721115.0,8952865.0,8811251.0,22580948.0,26309074.0,14687533.0,18572435.0,21883782.0,14417466.0,15775934.0,11613031.0,10251851.0,15876001.0,10757105.0,15734521.0
Gambia,30,4563,179909,204,11154,76379,-65227,3328.0,22673.0,3508.0,19003.0,3159.0,2025.0,13700.0,79232.0,3739.0,7151.0,7869.0,11421.0,8564.0,8324.0,3838.0,1870.0,3625.0,1699.0,6314.0,2528.0,9600.0,10729.0,14490.0,19298.0
Gambia,50,36,2474,339,3913,58074,-54160,2655.0,13193.0,1050.0,4839.0,2013.0,574.0,2230.0,7959.0,1701.0,1703.0,949.0,2148.0,5682.0,4278.0,1501.0,662.0,1533.0,252.0,229.0,182.0,4929.0,6524.0,11600.0,15537.0
Gambia,75,1,131,289,3636,57983,-54346,2631.0,12846.0,1050.0,4207.0,1446.0,411.0,2067.0,4498.0,1119.0,1594.0,898.0,1747.0,5654.0,4250.0,1501.0,662.0,1533.0,252.0,206.0,182.0,4929.0,6524.0,11540.0,15537.0
Georgia,30,3144570,241634337,229,197000,11007691,-10810690,252164.0,194975.0,111700.0,814023.0,195665.0,190508.0,343619.0,271625.0,152464.0,300734.0,179643.0,176576.0,94299.0,40019.0,17527.0,205493.0,73942.0,111174.0,83378.0,99418.0,196829.0,132620.0,271405.0,218215.0
Georgia,50,2956336,235117478,237,192753,10418419,-10225666,248518.0,191702.0,110717.0,801869.0,190714.0,186458.0,337171.0,268219.0,148218.0,290294.0,175901.0,170926.0,88894.0,37675.0,17208.0,200656.0,70546.0,108150.0,81671.0,97715.0,195120.0,129749.0,266103.0,211896.0
Georgia,75,2500617,211925662,252,173451,9024234,-8850781,217625.0,175718.0,102101.0,739758.0,169776.0,168645.0,304824.0,250969.0,129377.0,242654.0,160396.0,152493.0,69739.0,30217.0,14436.0,178047.0,59078.0,96491.0,74300.0,88411.0,183734.0,118686.0,243813.0,191556.0
Germany,30,12526018,1030304539,272,33408907,99528044,-66119136,6229840.0,6543291.0,2968205.0,20493369.0,18111222.0,20470032.0,46905152.0,31021040.0,14413347.0,39374521.0,16971517.0,13218413.0,7438778.0,10349394.0,6791774.0,14327677.0,17580030.0,30081493.0,62183840.0,113173337.0,122302287.0,51166738.0,74164606.0,55533879.0
Germany,50,11706414,1007472622,301,33164175,93125316,-59961141,6169366.0,6469300.0,2933795.0,20321851.0,17998184.0,20342551.0,46683044.0,30796376.0,14313645.0,39183722.0,16876104.0,13109473.0,7285073.0,10152842.0,6712686.0,14124136.0,17324626.0,29768098.0,61671735.0,112584361.0,121673269.0,50758907.0,73588618.0,55098440.0
Germany,75,9189024,855337823,339,30550176,73194709,-42644533,5590013.0,5880118.0,2664432.0,18332692.0,16458344.0,18652607.0,44342882.0,28664828.0,13278043.0,36693111.0,15720368.0,12109334.0,6043481.0,8412416.0,5807286.0,12316985.0,15059217.0,26626216.0,55859238.0,105198705.0,114877782.0,46654963.0,67413954.0,50547214.0
Ghana,30,6968887,450410960,363,41991589,53652519,-11660932,17958340.0,34166962.0,10519846.0,7961585.0,18639853.0,12224184.0,18522074.0,17434200.0,18690012.0,9234737.0,17905716.0,19059230.0,43322417.0,66551133.0,32309896.0,66984170.0,67966048.0,90729067.0,54294188.0,85783181.0,66999218.0,78615903.0,76495311.0,75430866.0
Ghana,50,4259580,323111413,425,28233246,31440814,-3207566,15601216.0,30887012.0,9004978.0,7088322.0,16166121.0,10462985.0,15885398.0,13709172.0,16167291.0,7216178.0,14645997.0,14974747.0,30780169.0,45990719.0,21778016.0,42328007.0,38802268.0,54771836.0,32212724.0,52939851.0,42712913.0,50376505.0,48132370.0,44963119.0
Ghana,75,207425,20630280,548,3576599,4223195,-646598,5412500.0,7771072.0,2084316.0,1313693.0,3020161.0,1934595.0,3016678.0,2512317.0,2730746.0,1262798.0,2216136.0,1965653.0,1903954.0,2680416.0,1440033.0,3275219.0,2671223.0,3541472.0,1728458.0,4161769.0,6361250.0,7934933.0,7809398.0,7089560.0
Greece,30,3672609,185833977,236,2566683,22717060,-20150377,2498294.0,1186428.0,621024.0,1844603.0,998980.0,1540289.0,7243553.0,4267993.0,1701950.0,1808604.0,1505129.0,2654762.0,1083656.0,972025.0,940258.0,1364976.0,1891447.0,1836920.0,2099362.0,1504815.0,8741793.0,2464832.0,7683748.0,3144931.0
Greece,50,2960585,159965745,255,2204503,18502348,-16297845,2295040.0,1078054.0,557673.0,1672879.0,888725.0,1365556.0,6624664.0,3923861.0,1563624.0,1614216.0,1345034.0,2287132.0,766451.0,810408.0,806317.0,1130414.0,1475015.0,1456206.0,1722590.0,1232585.0,7400047.0,2044920.0,6263086.0,2583539.0
Greece,75,2115703,122126699,271,1604902,13463001,-11858100,1817898.0,834826.0,412812.0,1275060.0,670170.0,1011408.0,5120318.0,3143087.0,1223242.0,1163709.0,1041338.0,1771882.0,455004.0,599791.0,613005.0,804656.0,943394.0,986565.0,1217942.0,875901.0,4972813.0,1447557.0,4304611.0,1810634.0
Guadeloupe,30,94757,8571602,189,49043,378813,-329770,127433.0,20664.0,32286.0,82296.0,91997.0,26456.0,67870.0,58475.0,51744.0,56791.0,34732.0,121915.0,66373.0,73269.0,29331.0,27871.0,27590.0,47256.0,30690.0,23212.0,29787.0,18491.0,16746.0,13753.0
Guadeloupe,50,90174,8384914,193,47300,359607,-312307,124526.0,19970.0,31239.0,80183.0,88371.0,26012.0,66074.0,56551.0,50709.0,54596.0,34147.0,115594.0,62436.0,68625.0,28563.0,27302.0,27186.0,45880.0,29691.0,22327.0,28648.0,17948.0,15709.0,12927.0
Guadeloupe,75,81785,7927224,200,41671,325910,-284240,110525.0,17222.0,28143.0,70177.0,74763.0,23178.0,59923.0,49675.0,45906.0,46932.0,31807.0,98550.0,54320.0,58416.0,26616.0,24780.0,25017.0,40737.0,26762.0,20232.0,26276.0,16115.0,13235.0,10794.0
Guatemala,30,7691097,597538798,371,37750617,29892966,7857651,23364081.0,25050200.0,39149289.0,25374988.0,43928853.0,24344517.0,58586582.0,37052239.0,42037753.0,29504894.0,20756073.0,42521200.0,27345495.0,30464532.0,26826505.0,87537733.0,40562679.0,36563690.0,45208452.0,45710977.0,26782155.0,24934361.0,37285995.0,65121585.0
Guatemala,50,6949441,566553187,389,36799293,26102545,10696749,22713350.0,24548518.0,37809040.0,24800178.0,42878155.0,23758345.0,57481052.0,36409926.0,41405802.0,28998765.0,20415453.0,41766822.0,26946436.0,29821731.0,26130573.0,85859755.0,39250154.0,35103122.0,43535457.0,44432886.0,25933719.0,23984689.0,35618707.0,63580390.0
Guatemala,75,5754034,500899899,413,33153696,20069134,13084562,20580714.0,22554205.0,32049196.0,22593400.0,37875545.0,21679055.0,52069804.0,33626602.0,38635307.0,27170684.0,19409465.0,38784580.0,25071681.0,26893531.0,23317965.0,77955394.0,34223651.0,30136243.0,37890886.0,39882488.0,23006141.0,20900076.0,30593180.0,58788911.0
Guinea,30,8159635,493537641,281,44028476,42532151,1496324,7425136.0,11900406.0,3835589.0,6479736.0,5472471.0,6102764.0,13946805.0,8467981.0,9572065.0,6408865.0,10574072.0,10752384.0,62188474.0,57831461.0,73305182.0,98343191.0,109019967.0,84613788.0,89322502.0,87079176.0,82115087.0,65476441.0,74148937.0,72300924.0
Guinea,50,2155939,156997725,354,17309675,19221203,-1911530,4976490.0,8345487.0,2495105.0,3020458.0,2454668.0,3314214.0,7983487.0,4009595.0,4845782.0,3091183.0,4402571.0,5613318.0,23230116.0,23087434.0,27640402.0,37823759.0,42765161.0,29630818.0,30701391.0,33797355.0,30975738.0,26699674.0,26533839.0,27994124.0
Guinea,75,182016,22284877,529,2793063,8054923,-5261862,1763760.0,2420944.0,626562.0,666600.0,559714.0,646605.0,1692807.0,803413.0,1053383.0,600007.0,707253.0,1131593.0,3397139.0,3706191.0,4322565.0,5244387.0,6115225.0,4864247.0,1912262.0,2317913.0,7027146.0,5326321.0,5341619.0,4785847.0
Guinea-Bissau,30,1069852,58470662,276,3807123,11857595,-8050471,787525.0,1999616.0,351409.0,1216358.0,1374429.0,714761.0,2136749.0,1195738.0,2887103.0,1852816.0,1658844.0,1349452.0,8042931.0,5113440.0,5057913.0,6760607.0,7000085.0,6262938.0,6905166.0,7760601.0,6438013.0,4565197.0,5553095.0,4386178.0
Guinea-Bissau,50,314211,17580055,303,1852129,9054403,-7202275,300056.0,1118634.0,178207.0,477021.0,609583.0,332901.0,791255.0,572924.0,1411541.0,1141326.0,891997.0,696712.0,3584411.0,2663718.0,2470208.0,3209589.0,3361079.0,3091919.0,3141297.0,4044460.0,3319391.0,2393271.0,2575083.0,2074482.0
Guinea-Bissau,75,3469,257114,464,195667,7373735,-7178069,107468.0,268342.0,13749.0,74518.0,51441.0,42949.0,77614.0,59874.0,147159.0,128480.0,83830.0,45109.0,344072.0,264420.0,239750.0,260623.0,312610.0,312226.0,198038.0,362168.0,342185.0,318498.0,368453.0,272406.0
Guyana,30,18996038,2669803138,556,8897610,40448433,-31550821,5890030.0,3116591.0,3976801.0,2536614.0,3691048.0,3802402.0,3399144.0,6298389.0,5330374.0,6472102.0,5685274.0,8630542.0,4412763.0,7836203.0,7990469.0,14052530.0,12697121.0,7480556.0,12327989.0,9942765.0,6555708.0,7046819.0,16896367.0,47474059.0
Guyana,50,18900472,2666419289,565,8847205,39899525,-31052319,5876336.0,3108130.0,3965226.0,2529346.0,3681078.0,3790324.0,3390209.0,6283134.0,5309465.0,6439542.0,5668279.0,8599642.0,4395514.0,7794334.0,7963807.0,13994470.0,12663802.0,7456305.0,12257176.0,9908223.0,6539539.0,7026058.0,16749115.0,46943890.0
Guyana,75,18768621,2660268476,574,8747519,39172523,-30425005,5839668.0,3087478.0,3925755.0,2508520.0,3652218.0,3753472.0,3359573.0,6242126.0,5260478.0,6378170.0,5634231.0,8531628.0,4366667.0,7727357.0,7910183.0,13870748.0,12588943.0,7407124.0,12086185.0,9837068.0,6507730.0,6986738.0,16545651.0,45932725.0
Haiti,30,858467,54320744,274,1541445,4740439,-3198993,918634.0,758740.0,413102.0,908723.0,839594.0,486795.0,851874.0,889923.0,1066506.0,906884.0,1073705.0,1883211.0,1286255.0,1618027.0,1296784.0,8834148.0,2606866.0,2004454.0,2043374.0,1797954.0,1167892.0,901306.0,1234891.0,1205037.0
Haiti,50,657384,46415833,305,1407112,3696246,-2289133,812712.0,672389.0,372800.0,793871.0,755971.0,439152.0,736919.0,789203.0,953701.0,793791.0,956042.0,1706133.0,1146744.0,1451845.0,1144451.0,8548653.0,2437283.0,1871688.0,1884479.0,1613661.0,1042792.0,771973.0,1055690.0,1018769.0
Haiti,75,433474,35122629,346,1125492,2553082,-1427591,603015.0,479599.0,278862.0,562694.0,581842.0,342134.0,533940.0,568547.0,712504.0,578887.0,686375.0,1287808.0,871029.0,1079793.0,818696.0,7838461.0,2048955.0,1571323.0,1499889.0,1231814.0,811590.0,546859.0,758427.0,718737.0
Honduras,30,7740497,591110235,419,30724735,33466607,-2741872,18878539.0,14262859.0,15148486.0,12240514.0,19302095.0,19625505.0,20146204.0,20508942.0,26284280.0,23572524.0,26499280.0,15859892.0,21817035.0,28920762.0,24491333.0,87983637.0,56726381.0,39899654.0,42087864.0,49242101.0,37499705.0,30982963.0,45385800.0,40027280.0
Honduras,50,6696609,547399306,448,29715977,28015344,1700632,18381372.0,13862888.0,14581256.0,11896216.0,18742275.0,18876246.0,19569237.0,19666014.0,25755461.0,23006930.0,25917839.0,15503786.0,21275330.0,28082870.0,23345290.0,83734954.0,54400955.0,38556906.0,40374413.0,48011017.0,36441385.0,30109028.0,44072648.0,39019130.0
Honduras,75,5266745,470713576,480,27132532,20804731,6327802,16683116.0,12582897.0,13020416.0,10820215.0,17259067.0,17045887.0,17804809.0,17850350.0,24248337.0,21474994.0,24131359.0,14461480.0,19684998.0,25939352.0,20595210.0,72237668.0,48445198.0,35273655.0,36622297.0,44716773.0,34041497.0,28120173.0,41212546.0,36908467.0
Hungary,30,1989596,116027454,201,4622216,11961428,-7339211,2598519.0,2695030.0,2064060.0,4409644.0,3824946.0,3007091.0,3553354.0,3401448.0,3888323.0,4422544.0,3262518.0,4728812.0,3532344.0,5965587.0,4285197.0,5579435.0,5712504.0,5672405.0,5969100.0,5029364.0,6093601.0,6621860.0,8835596.0,5779904.0
Hungary,50,1797294,111337928,224,4517844,10867576,-6349734,2581825.0,2674293.0,2052350.0,4383835.0,3796405.0,2979934.0,3518368.0,3346333.0,3859525.0,4393377.0,3235668.0,4671271.0,3430571.0,5763705.0,4169294.0,5400826.0,5527879.0,5473423.0,5778431.0,4875480.0,5926346.0,6429017.0,8590993.0,5569078.0
Hungary,75,1426606,95002103,255,3982623,8760431,-4777807,2444924.0,2510187.0,1943372.0,4167452.0,3562670.0,2784561.0,3272920.0,3069522.0,3618393.0,4128252.0,3008217.0,4336021.0,2900807.0,4838021.0,3544009.0,4470731.0,4661946.0,4575522.0,4885885.0,4159180.0,5054147.0,5533289.0,7441414.0,4671514.0
Iceland,30,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,30,32620759,3352459649,639,53605603,133941274,-80335671,31996637.0,26186228.0,24228963.0,36019970.0,31106881.0,32999866.0,36558489.0,42130951.0,39859471.0,26027578.0,44399308.0,47538973.0,41229628.0,71455358.0,60981148.0,92485127.0,102143020.0,69336585.0,64725101.0,72810172.0,72534776.0,65100664.0,81054959.0,73624613.0
India,50,24786693,2732973399,676,49010309,102322590,-53312281,30529315.0,24534861.0,22558945.0,33319434.0,28806169.0,30228974.0,33513657.0,38790586.0,36839092.0,24342403.0,39435495.0,43129008.0,37156398.0,64905187.0,56447222.0,84932009.0,94133640.0,62305784.0,58562584.0,66138842.0,67255198.0,59411405.0,72537870.0,66433318.0
India,75,12167801,1522253833,761,31856017,51830693,-19974677,24816586.0,18980455.0,17082017.0,25307938.0,21686583.0,22252613.0,23300727.0,27720707.0,26527903.0,18287034.0,26145647.0,30896316.0,23032278.0,38895398.0,36513688.0,54320652.0,59292629.0,36188805.0,34257545.0,38869572.0,42592435.0,35282650.0,42322575.0,39971653.0
Indonesia,30,160640822,20278023331,625,966952277,610945957,356006316,503083289.0,641643050.0,437532304.0,996525680.0,960834109.0,1036817155.0,1175307638.0,1040636990.0,1422248487.0,1041673447.0,1238960256.0,1785096764.0,872301040.0,1417302238.0,1269602921.0,1815773667.0,836976513.0,770821762.0,747939656.0,599003234.0,514506681.0,546402998.0,849245101.0,686619626.0
Indonesia,50,155062982,20004863947,643,954322909,578497663,375825246,501133487.0,638595576.0,436249665.0,992237641.0,956676870.0,1028478702.0,1167702831.0,1034798622.0,1416620206.0,1038601707.0,1234337943.0,1774978062.0,862168332.0,1395786484.0,1246866964.0,1781140924.0,814818403.0,750705135.0,724554166.0,583868639.0,503656532.0,534032194.0,819328179.0,666412582.0
Indonesia,75,140897241,19141180104,680,892192889,492621091,399571797,487655448.0,615235222.0,424200787.0,958287127.0,927672491.0,980262823.0,1121008979.0,992286345.0,1371168788.0,1011434735.0,1202961092.0,1708897297.0,807985484.0,1286525230.0,1129190939.0,1605925559.0,724131134.0,665864066.0,633645492.0,520170561.0,454913537.0,481223676.0,712470391.0,589512164.0
Iran,30,1731669,85463785,148,46758,3961697,-3914939,88436.0,144886.0,83158.0,66845.0,44785.0,35185.0,33673.0,93003.0,43773.0,52071.0,57571.0,107083.0,18024.0,18729.0,0.0,611.0,34754.0,13062.0,30667.0,7289.0,9684.0,45788.0,56906.0,36207.0
Iran,50,1545484,77099973,152,40182,3558266,-3518084,79214.0,127194.0,71951.0,55711.0,37561.0,28176.0,28128.0,82055.0,38774.0,42654.0,51832.0,96865.0,12981.0,12699.0,0.0,567.0,28005.0,12515.0,28207.0,6517.0,8496.0,37558.0,45513.0,31192.0
Iran,75,999615,50988952,157,20108,2357896,-2337788,57390.0,69438.0,42830.0,27011.0,17178.0,12041.0,12786.0,43675.0,21598.0,21392.0,29777.0,46635.0,5295.0,4349.0,0.0,242.0,6769.0,9864.0,17908.0,2478.0,2065.0,5843.0,8707.0,17310.0
Iraq,30,17505,793369,93,1876,38418,-36543,4706.0,2432.0,9284.0,1176.0,1251.0,1677.0,3648.0,5227.0,4298.0,3875.0,1021.0,2643.0,742.0,415.0,0.0,131.0,240.0,0.0,23.0,0.0,0.0,0.0,1368.0,862.0
Iraq,50,6659,332343,101,1424,25515,-24090,4125.0,1582.0,8129.0,805.0,770.0,1200.0,2793.0,4312.0,2725.0,2757.0,709.0,1942.0,441.0,216.0,0.0,125.0,64.0,0.0,23.0,0.0,0.0,0.0,840.0,630.0
Iraq,75,818,47875,116,786,19351,-18565,3095.0,1075.0,6936.0,355.0,249.0,583.0,1110.0,702.0,940.0,1623.0,372.0,649.0,66.0,50.0,0.0,40.0,0.0,0.0,23.0,0.0,0.0,0.0,618.0,375.0
Ireland,30,838579,60914870,353,3283798,5714836,-2431040,4383911.0,2277609.0,986532.0,3103174.0,3677345.0,2483350.0,5518657.0,3334959.0,3445080.0,1847843.0,1551480.0,2905928.0,2245163.0,2757995.0,2160037.0,4559715.0,2980625.0,4203367.0,5091084.0,3141979.0,4654123.0,3638405.0,3740250.0,4122538.0
Ireland,50,636927,50505482,391,3151217,4477732,-1326515,4186395.0,2200073.0,959051.0,2974493.0,3574501.0,2440524.0,5189144.0,3218826.0,3394981.0,1769009.0,1520144.0,2852770.0,2168413.0,2688365.0,2094473.0,4357955.0,2833086.0,4027668.0,4822043.0,2985438.0,4450525.0,3463917.0,3542072.0,3915337.0
Ireland,75,289094,27595775,489,2494307,2406557,87751,3424310.0,1856833.0,865672.0,2517684.0,3103824.0,2189250.0,4325066.0,2789231.0,3109227.0,1553275.0,1368197.0,2572485.0,1642871.0,2112599.0,1617154.0,3188143.0,2054652.0,2934200.0,3419074.0,2128175.0,3257791.0,2466642.0,2557135.0,2809893.0
Italy,30,9317986,561622081,285,7703589,54727800,-47024210,2689954.0,3058980.0,948651.0,4788123.0,3148923.0,2573361.0,3417732.0,4648025.0,4651509.0,5108640.0,3655516.0,6514146.0,4738771.0,6693417.0,4770520.0,8438808.0,10500602.0,13913073.0,25075059.0,11102502.0,10221953.0,11078303.0,19218294.0,13931272.0
Italy,50,8381457,534104026,307,7440759,50180034,-42739274,2566879.0,2946701.0,884281.0,4579241.0,2997935.0,2411592.0,3278293.0,4454217.0,4481322.0,5004629.0,3551820.0,6326011.0,4462368.0,6406628.0,4532377.0,8054894.0,9861502.0,13433957.0,24638054.0,10817172.0,9840141.0,10702774.0,18776972.0,13568463.0
Italy,75,6479335,447790015,336,6473287,40194217,-33720930,2158901.0,2568899.0,688700.0,3843658.0,2444311.0,1914824.0,2784496.0,3725866.0,3820426.0,4529044.0,3158604.0,5738024.0,3594108.0,5459486.0,3846376.0,6934212.0,8161460.0,11615937.0,22105223.0,9564278.0,8535116.0,9342504.0,16826312.0,11998115.0
Japan,30,26387218,2096049922,359,18516469,127625740,-109109271,9156851.0,10214888.0,7823758.0,15140468.0,15049003.0,16319806.0,19442918.0,17486439.0,17687751.0,15729380.0,15980738.0,20445016.0,10495608.0,12851943.0,14442892.0,25543778.0,22400536.0,24065460.0,24943648.0,23641550.0,24341975.0,27334397.0,25920316.0,27936126.0
Japan,50,25597480,2069499621,372,18404279,124663148,-106258870,9068076.0,10141471.0,7773857.0,15030477.0,14963892.0,16224063.0,19349377.0,17396934.0,17600636.0,15658921.0,15913695.0,20339459.0,10426103.0,12755902.0,14354258.0,25353774.0,22231986.0,23916460.0,24804187.0,23512370.0,24213229.0,27171128.0,25748066.0,27754363.0
Japan,75,23385489,1956460077,394,17640314,115700363,-98060047,8475087.0,9562299.0,7389832.0,14279977.0,14359376.0,15575501.0,18649297.0,16746321.0,16934315.0,15143158.0,15412659.0,19572038.0,9977173.0,12123758.0,13738771.0,24160054.0,21176706.0,22892452.0,23832114.0,22609286.0,23312217.0,26114839.0,24667069.0,26663259.0
Jordan,30,2271,97448,80,66,5254,-5187,129.0,54.0,6.0,352.0,18.0,73.0,51.0,0.0,0.0,16.0,0.0,35.0,0.0,144.0,79.0,0.0,184.0,0.0,111.0,53.0,0.0,0.0,50.0,230.0
Jordan,50,1531,68555,45,35,3774,-3739,52.0,41.0,0.0,172.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,19.0,0.0,91.0,51.0,0.0,123.0,0.0,54.0,0.0,0.0,0.0,0.0,187.0
Jordan,75,457,22165,48,6,1828,-1822,0.0,41.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,34.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Kazakhstan,30,4240315,209692312,197,958698,17384357,-16425660,1100963.0,734823.0,658063.0,1123682.0,867977.0,739153.0,1072483.0,982616.0,1678597.0,980422.0,1700827.0,1134107.0,745911.0,204402.0,71760.0,449114.0,320668.0,374696.0,464773.0,718881.0,255226.0,967077.0,4597568.0,1064951.0
Kazakhstan,50,3155281,166630110,210,667349,12839413,-12172064,805173.0,529522.0,278454.0,530854.0,675450.0,503222.0,692469.0,670092.0,1426126.0,856969.0,1423004.0,1020366.0,582411.0,168972.0,64900.0,371424.0,222627.0,313923.0,392463.0,534212.0,218624.0,595944.0,2539835.0,599327.0
Kazakhstan,75,1759705,98345561,224,367921,6956574,-6588654,556000.0,368395.0,143681.0,309953.0,441650.0,367263.0,435193.0,340560.0,876885.0,538898.0,925388.0,719438.0,232320.0,86137.0,36307.0,231269.0,86764.0,124736.0,218282.0,152282.0,138800.0,219850.0,1074265.0,205782.0
Kenya,30,3319472,219227081,383,8342095,14093811,-5751717,9216299.0,10292968.0,6385931.0,7787174.0,5570910.0,9922680.0,13103509.0,8813139.0,7443696.0,11051646.0,8474042.0,9240489.0,6625250.0,7520895.0,8345208.0,10379024.0,12495105.0,8235163.0,7273653.0,9396597.0,3758592.0,3673626.0,6328566.0,8876096.0
Kenya,50,1891464,160499010,505,6744886,8156795,-1411908,8591701.0,9662066.0,5655567.0,6804603.0,4728813.0,8851247.0,11726308.0,7347169.0,6067964.0,9964363.0,7139281.0,7974263.0,4981130.0,5773524.0,6883449.0,8050725.0,9618293.0,6068359.0,4779792.0,6338719.0,2036586.0,2356112.0,4469467.0,6007765.0
Kenya,75,963681,105963867,670,4854404,4799027,55379,7014451.0,8231957.0,4344346.0,5366962.0,3545447.0,6830275.0,9112670.0,5129409.0,3890310.0,7738595.0,4905551.0,5871872.0,3331585.0,3838813.0,5023082.0,5784212.0,6949910.0,3876355.0,2613441.0,3441136.0,1222412.0,1494552.0,2946903.0,4001465.0
Kosovo,30,369938,28343307,296,365835,3250750,-2884915,450482.0,86347.0,106204.0,252909.0,136440.0,232914.0,277412.0,504814.0,391757.0,226970.0,353737.0,711351.0,312649.0,393864.0,245454.0,493018.0,339282.0,336127.0,392194.0,535347.0,297304.0,442126.0,853258.0,408093.0
Kosovo,50,334393,27196166,319,359909,2941451,-2581541,447470.0,85960.0,105335.0,251792.0,134302.0,229604.0,273939.0,499476.0,389519.0,225331.0,351734.0,693121.0,300517.0,386351.0,242243.0,486854.0,333566.0,332208.0,387033.0,527510.0,292549.0,433769.0,832985.0,394649.0
Kosovo,75,238566,21416087,355,316525,2103128,-1786602,424534.0,82394.0,100574.0,242480.0,123440.0,215661.0,257148.0,469124.0,378041.0,213322.0,336743.0,637571.0,245864.0,332817.0,206100.0,423913.0,281561.0,285835.0,320547.0,448169.0,250616.0,364636.0,651422.0,304091.0
Kyrgyzstan,30,674934,33445251,202,25124,3580899,-3555774,142541.0,69522.0,20600.0,45307.0,19681.0,22128.0,24668.0,22705.0,46537.0,76476.0,29892.0,18701.0,4122.0,1723.0,0.0,2802.0,14403.0,1157.0,2174.0,1829.0,2651.0,5050.0,14412.0,13882.0
Kyrgyzstan,50,430320,22686753,216,21747,2296037,-2274291,136190.0,61337.0,14743.0,37478.0,15460.0,16174.0,20527.0,18531.0,39153.0,71046.0,27245.0,14739.0,3186.0,1320.0,0.0,2629.0,12620.0,1078.0,1939.0,1721.0,2313.0,3754.0,6705.0,12018.0
