country,subnational1,threshold,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024
Cuba,Cienfuegos,30,0,0,0,25,1,1,0,0,1,3,2,0,0,0,0,2,0,0,0,90,1,0,0
Cuba,Granma,30,10,8,107,367,41,26,28,140,26,23,134,3,9,10,23,31,17,11,16,13,8,35,16
Cuba,Guantánamo,30,2,1,2,3,2,0,1,1,3,2,0,0,0,0,46,22,0,0,0,0,0,0,0
Cuba,Holguín,30,2,7,3,6,30,0,25,20,0,0,0,0,0,1,3,6,0,0,0,3,0,0,2
Cuba,Isla de la Juventud,30,16,5,39,5,25,46,56,223,10,19,6,6,5,87,3,29,12,0,33,75,2,76,252
Cuba,La Habana,30,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,994
Cuba,Las Tunas,30,1,1,6,36,48,13,5,74,13,0,1,0,0,0,0,1,13,0,0,5,0,0,1
Cuba,Matanzas,30,2758,13,71,146,100,251,17,12,12,119,11,23,13,30,15,1627,523,15,115,60,13,4,16
Cuba,Mayabeque,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1,0,33,5,1,0,71
Cuba,Pinar del Río,30,78,127,294,22,71,90,935,223,20,21,29,9,5,3,13,229,126,8,71,27,229,538,204
Cuba,Sancti Spíritus,30,0,6,1,31,20,0,1,0,1,12,1,0,0,0,0,2129,80,1,1,4,0,0,0
Cuba,Santiago de Cuba,30,5,2,10,28,7,3,1,3,4,1,16,1,4,1,2,14,4,1,1,2,0,3,0
Cuba,Villa Clara,30,1,1,0,4,9,0,0,0,0,0,2,1,0,0,0,10995,693,4,1,1,0,0,1
Democratic Republic of the Congo,Bas-Uele,30,12789,8532,18347,13393,13473,19433,12287,18339,13456,11704,26613,22986,25769,23176,37322,29579,21114,32909,37126,25505,30656,32546,29043
Democratic Republic of the Congo,Équateur,30,7303,5155,2567,9131,6795,6467,6377,11225,16972,10380,14174,14377,24482,19849,29786,24949,28913,31064,25469,24109,25490,30881,74721
Democratic Republic of the Congo,Haut-Katanga,30,1,2,1,1,1,1,1,1,0,0,1,4,9,0,6,2,7,0,1,2,2,4,11
Democratic Republic of the Congo,Haut-Lomami,30,782,983,650,1130,1058,428,194,621,944,342,206,798,1298,958,1141,1093,1231,1035,1441,881,787,696,1341
Democratic Republic of the Congo,Haut-Uele,30,5657,3650,4555,6202,3118,11328,3277,9490,3821,11910,5517,6855,14222,12061,15420,21707,15153,17719,19871,17526,23856,24496,24071
Democratic Republic of the Congo,Ituri,30,4433,2244,5928,3958,4062,8518,3249,12632,4912,8611,4944,13137,19526,12836,27487,26954,35999,37901,30802,28848,30643,23136,33231
Democratic Republic of the Congo,Kasaï-Central,30,11821,783,5973,5300,6709,1084,8744,2436,19042,629,9168,13448,16140,13499,14507,23465,14199,12318,18273,29491,22301,24170,21191
Democratic Republic of the Congo,Kasaï-Oriental,30,180,178,545,616,2626,448,970,682,1009,302,1413,528,1252,746,737,898,1172,529,783,607,242,391,255
Democratic Republic of the Congo,Kasaï,30,20414,1766,8997,10381,16426,2671,11124,31773,24430,3674,24483,26157,31712,20789,34667,39089,24617,27281,36791,43682,45561,33827,33128
Democratic Republic of the Congo,Kinshasa,30,490,297,464,100,242,1072,7,288,636,91,327,147,354,183,344,394,226,172,207,434,183,236,114
Democratic Republic of the Congo,Kongo-Central,30,1251,572,895,313,1443,1568,500,2776,2230,6607,1731,4579,18572,5762,5040,6883,5008,4935,4660,6274,4079,12810,5801
Democratic Republic of the Congo,Kwango,30,1993,685,1050,1605,611,1545,2553,282,5152,774,1851,2894,7258,3586,5682,6339,7657,3436,7066,7213,5611,6698,7205
Democratic Republic of the Congo,Kwilu,30,3369,2602,1766,2138,2471,2580,2256,1602,8352,1447,5652,5801,8901,4589,13641,11923,9747,8644,12429,12522,17036,13862,14037
Democratic Republic of the Congo,Lomami,30,279,340,405,436,1701,526,120,1045,655,398,192,370,881,779,759,900,1353,946,1338,1260,745,920,1355
Democratic Republic of the Congo,Lualaba,30,668,539,910,567,972,470,351,1522,929,559,207,535,873,671,1015,1623,772,893,1017,868,723,1393,1288
Democratic Republic of the Congo,Mai-Ndombe,30,12569,5615,11443,16286,4593,16282,7543,7939,30506,15987,16017,32306,32669,14859,26194,28009,40167,25055,32191,30883,32929,38633,47173
Democratic Republic of the Congo,Maniema,30,12065,8665,10496,14145,6773,10593,10531,22140,13386,4274,9681,38660,30533,22244,37838,18571,30099,31661,23409,34075,34372,31211,41173
Democratic Republic of the Congo,Mongala,30,14136,5981,4166,3296,9734,11306,4921,9896,18054,9911,8131,22243,30120,26034,40520,35154,25878,30922,26943,22840,25866,24715,27504
Democratic Republic of the Congo,Nord-Kivu,30,5820,3738,6053,7407,6882,10288,5890,10560,7831,7411,6190,15007,15474,10454,15240,15248,21360,16127,17634,17779,22106,31445,23483
Democratic Republic of the Congo,Nord-Ubangi,30,6707,3332,1733,1641,4646,5379,1953,3398,4654,5895,5067,5992,6762,5389,11833,11774,10408,11228,16281,13929,12260,9223,10292
Democratic Republic of the Congo,Sankuru,30,5818,1464,11766,8072,21116,5401,9131,9837,22591,7667,15909,26252,35650,27476,39020,34879,52243,40107,42816,56895,42093,40110,43891
Democratic Republic of the Congo,Sud-Kivu,30,7690,3554,8197,9340,2716,8278,8259,7759,6626,5556,3061,15610,17483,12606,19565,12296,19882,17645,17731,17432,18039,24601,23288
Democratic Republic of the Congo,Sud-Ubangi,30,11560,6166,1676,8305,8632,15808,6772,13646,17270,22852,17545,15813,24010,19080,38273,34346,34793,36808,29978,28479,28337,25972,30022
Democratic Republic of the Congo,Tanganyika,30,330,735,669,513,153,1057,769,639,433,746,708,1804,2362,1289,1914,1521,1126,1098,1534,1239,857,1383,2055
Democratic Republic of the Congo,Tshopo,30,13690,5968,10340,21863,11675,9005,9229,28484,29304,8285,27358,50494,54386,50364,56752,57195,52856,59129,55903,48573,61383,62261,63359
Democratic Republic of the Congo,Tshuapa,30,7161,4579,3917,3742,7819,3440,4455,9254,11973,2615,5075,14408,18635,13524,24848,27063,25256,25670,28905,27699,26504,30532,30766
Dominican Republic,Azua,30,7,15,14,51,6,28,24,24,42,10,23,12,8,29,12,17,3,5,98,13,28,18,3
Dominican Republic,Bahoruco,30,0,2,0,3,0,0,0,1,0,0,1,0,0,0,8,8,0,0,0,0,0,4,0
Dominican Republic,Barahona,30,135,92,231,191,180,252,322,203,207,213,276,63,71,335,296,583,81,87,277,162,177,352,186
Dominican Republic,Dajabón,30,14,22,111,43,31,34,121,20,25,27,27,6,3,12,218,31,4,2,10,9,6,10,19
Dominican Republic,Duarte,30,1,2,0,2,1,1,1,0,0,0,0,0,0,1,6,14,0,1,3,1,0,3,0
Dominican Republic,El Seybo,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,23,1,0,0,0,16,0,0
Dominican Republic,Espaillat,30,0,0,1,4,0,0,0,0,0,0,0,0,2,0,19,5,1,0,1,0,0,1,1
Dominican Republic,Hato Mayor,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,118,1,0,0,0,1,10,1,0
Dominican Republic,Independencia,30,6,33,51,22,9,44,77,25,23,5,18,25,26,415,522,106,2,6,1016,51,16,14,12
Dominican Republic,La Altagracia,30,18,10,37,63,31,61,139,36,7,17,9,3,6,9,7,44,17,11,6,2,3,50,1
Dominican Republic,La Estrelleta,30,3,5,11,10,6,6,7,2,11,10,16,1,2,13,31,37,4,21,66,40,35,71,56
Dominican Republic,La Vega,30,25,47,123,241,33,34,63,18,92,29,159,1,322,348,716,129,6,37,38,16,13,192,23
Dominican Republic,María Trinidad Sánchez,30,0,0,6,9,2,0,1,0,1,0,1,0,2,1,2,20,2,0,4,0,1,4,2
Dominican Republic,Monseñor Nouel,30,1,2,7,2,7,4,12,3,6,0,42,1,3,3,24,22,4,4,10,2,2,1,2
Dominican Republic,Monte Cristi,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,1,5,0,0,0
Dominican Republic,Pedernales,30,178,84,189,153,136,335,500,375,147,111,683,116,224,446,481,244,84,137,115,126,110,132,78
Dominican Republic,Puerto Plata,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,0,0,6,4,1,3,0
Dominican Republic,Samaná,30,4,0,7,6,0,1,1,0,2,6,2,2,0,3,9,4,0,0,0,0,7,6,6
Dominican Republic,San Cristóbal,30,2,1,15,23,2,15,10,2,2,6,12,2,6,9,24,69,19,3,18,17,4,7,2
Dominican Republic,San José de Ocoa,30,6,44,51,28,11,22,32,4,8,47,32,2,4,122,114,26,10,8,27,9,6,7,20
Dominican Republic,San Juan,30,9,36,96,3611,26,27,78,4,15,22,49,2,1,2,7,15,1,5,3,16,3,167,66
Dominican Republic,Santiago Rodríguez,30,20,31,72,45,21,43,105,28,50,30,83,7,14,38,111,58,20,62,61,45,31,48,63
Dominican Republic,Santiago,30,11,25,36,462,22,39,56,33,30,40,125,12,36,15,76,73,25,112,79,65,31,174,51
Ecuador,Azuay,30,5,28,25,4,4,8,5,5,3,7,3,1,2,1,9,3,1,0,4,1,3,0,2
Ecuador,Bolivar,30,10,5,7,3,4,8,5,6,4,0,3,0,0,0,1,1,3,1,0,0,0,0,6
Ecuador,Cañar,30,7,0,9,8,14,10,3,5,3,6,2,0,4,5,7,3,4,1,5,3,4,2,7
Ecuador,Carchi,30,63,20,138,61,177,108,83,151,111,53,1299,40,48,59,83,190,63,46,72,29,32,113,48
Ecuador,Chimborazo,30,24,2,12,32,30,33,15,77,70,48,93,24,34,31,47,23,13,12,16,22,12,3,22
Ecuador,Cotopaxi,30,187,45,217,241,196,68,54,226,144,108,473,64,105,43,113,102,186,139,127,36,77,28,112
Ecuador,El Oro,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,Esmeraldas,30,165,15,436,804,661,941,1438,1099,357,1228,2808,402,763,424,453,1485,224,433,161,310,279,847,553
Ecuador,Guayas,30,1,3,9,1,2,1,1,4,1,1,4,2,17,1,0,2,0,0,0,21,0,8,4
Ecuador,Imbabura,30,180,53,160,92,209,102,56,183,198,96,234,61,91,105,131,207,164,97,77,56,76,86,97
Ecuador,Loja,30,47,20,34,65,110,80,48,34,31,35,73,19,16,11,20,37,33,18,23,8,12,78,72
Ecuador,Manabi,30,5,0,11,58,19,22,64,104,0,31,140,12,20,12,9,46,2,13,10,14,0,25,6
Ecuador,Morona Santiago,30,1063,614,759,511,911,1024,835,1190,845,1413,1996,2494,862,1442,2131,2062,2423,1977,2990,1629,3647,2115,3443
Ecuador,Napo,30,261,145,292,135,286,241,288,312,260,307,499,366,236,494,472,1019,615,446,747,461,743,600,1005
Ecuador,Orellana,30,1441,677,999,1042,1116,1114,2149,1553,1897,2711,3312,3152,1587,2274,2680,6785,3493,2930,6121,4199,6171,3902,6088
Ecuador,Pastaza,30,414,222,231,625,315,565,522,520,428,644,937,1060,459,893,2510,1662,1714,985,2043,1074,2443,1143,1853
Ecuador,Pichincha,30,94,54,124,74,124,47,38,46,81,39,340,46,45,35,58,89,92,30,45,19,81,51,144
Ecuador,Santo Domingo de los Tsachilas,30,6,3,7,4,6,1,0,4,13,6,11,9,5,1,10,6,7,0,2,1,3,0,1
Ecuador,Sucumbios,30,1486,1059,1333,1954,1589,1960,2676,1791,2816,3565,3405,3052,1524,2267,3511,6179,3143,4090,6170,3985,5847,4743,6532
Ecuador,Tungurahua,30,11,1,15,5,17,15,3,21,25,13,32,6,10,6,20,9,1,5,7,7,7,0,12
Ecuador,Zamora Chinchipe,30,229,411,618,481,647,651,673,796,1208,865,702,784,499,372,936,1207,1046,1024,1130,624,1579,549,1143
El Salvador,Ahuachapán,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
El Salvador,La Libertad,30,0,0,0,0,1,0,3,0,0,0,1,0,0,0,41,5,4,3,14,0,0,0,1
El Salvador,La Paz,30,0,0,1,2,0,1,0,3,1,2,1,1,0,1,6,3,3,3,4,2,3,0,3
El Salvador,La Unión,30,1,0,3,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,1,1,0,0,0
El Salvador,Morazán,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,San Miguel,30,10,0,21,9,7,2,5,7,11,16,7,2,15,3,80,19,9,4,6,3,4,10,8
El Salvador,San Salvador,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,5,0,0,0,0,0,0
El Salvador,San Vicente,30,1,0,1,0,2,3,0,5,0,4,1,2,1,9,21,17,10,3,9,0,1,3,3
El Salvador,Santa Ana,30,0,0,0,5,1,5,1,0,1,0,0,0,0,0,2,4,3,0,0,0,1,0,0
El Salvador,Sonsonate,30,0,0,0,0,0,0,0,0,0,0,1,1,1,2,11,16,2,7,0,0,2,0,1
El Salvador,Usulután,30,37,6,47,10,32,32,17,31,48,43,24,6,5,20,237,44,37,38,50,22,31,15,23
Equatorial Guinea,Bioko Norte,30,258,22,9,115,66,0,20,233,807,178,6,92,668,9,117,170,85,167,95,238,71,233,265
Equatorial Guinea,Bioko Sur,30,8,25,0,44,14,0,0,45,132,6,0,30,200,9,29,94,11,21,17,28,29,82,66
Equatorial Guinea,Centro Sur,30,368,413,46,88,102,350,398,401,730,766,394,953,2502,1207,1283,1893,1027,1140,530,1024,1157,890,763
Equatorial Guinea,Kié-Ntem,30,231,68,49,55,242,186,627,872,147,642,533,375,2481,812,943,1480,816,1133,746,1170,667,1338,1240
Equatorial Guinea,Litoral,30,120,304,91,183,154,727,484,734,1147,978,800,2277,2718,1306,1937,1466,1613,975,156,526,1206,631,611
Equatorial Guinea,Wele-Nzas,30,150,126,12,412,181,262,781,848,245,1136,555,335,2105,705,735,1362,482,837,430,725,768,829,774
Ethiopia,Amhara,30,0,0,0,0,0,0,0,0,0,0,1,17,89,0,0,1,1,1,0,0,1,3,8
Ethiopia,Benshangul-Gumaz,30,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0
Ethiopia,Gambela Peoples,30,74,192,32,295,353,125,96,1011,287,137,162,520,792,147,179,659,274,307,198,156,187,94,211
Ethiopia,Oromia,30,1122,1521,2096,1719,1906,4405,3078,2140,2388,1956,3288,4670,3513,626,2235,5226,3014,6100,4083,3703,3306,11744,4830
Ethiopia,"Southern Nations, Nationalities",30,371,828,600,287,302,987,415,840,779,556,1623,1398,1234,426,458,1743,508,971,320,488,509,617,826
Fiji,Central,30,8,10,36,43,45,46,70,41,85,26,35,148,65,33,552,108,54,44,92,91,78,21,29
Fiji,Eastern,30,0,0,1,2,1,3,3,2,5,1,0,4,15,10,539,3,40,2,19,1,0,0,0
Fiji,Northern,30,6,7,18,10,10,14,14,13,34,11,19,53,122,66,59,285,76,17,10,945,30,42,16
Fiji,Western,30,3,34,175,96,110,63,32,45,60,14,16,247,40,7,1943,168,27,13,43,31,33,22,1
French Guiana,Cayenne,30,654,464,1282,964,803,1313,1756,819,1619,1279,3871,1001,1386,1115,2195,1097,1318,883,1497,762,1069,1349,1618
French Guiana,Saint-Laurent-du-Maroni,30,973,802,1985,1063,1139,1108,1967,1268,808,873,3554,988,1427,829,1726,1642,1298,1386,1637,916,1757,1881,1626
Gabon,Estuaire,30,432,662,174,1087,877,1903,807,673,412,1051,1955,2773,4072,728,1144,1389,941,1362,776,768,968,828,988
Gabon,Haut-Ogooué,30,1321,3921,1603,1395,852,1928,1235,1643,1590,645,1566,3388,3213,723,3351,2366,1869,2171,2023,1452,2657,1838,973
Gabon,Moyen-Ogooué,30,903,1017,282,1212,1299,898,745,400,414,872,586,1525,2085,720,428,1197,738,1322,1074,614,1136,1276,964
Gabon,Ngounié,30,1639,1132,662,1510,2319,1871,1614,650,691,1802,932,6284,5771,5787,4899,9250,2672,2598,2047,1891,2444,2166,4271
Gabon,Nyanga,30,363,738,956,1067,1662,397,859,171,520,611,219,1412,1899,998,634,1241,835,638,836,755,521,585,1082
Gabon,Ogooué-Ivindo,30,488,1131,457,1130,1051,1465,1192,2924,1094,471,1477,2011,3275,842,1306,1561,1094,986,944,608,1232,689,1649
Gabon,Ogooué-Lolo,30,945,1212,1343,1546,967,815,307,2655,664,798,545,2179,2481,663,1875,1542,1735,2108,988,764,2640,696,1703
Gabon,Ogooué-Maritime,30,389,573,165,843,777,343,734,586,484,1020,433,1989,1142,850,732,1821,879,1142,919,691,1327,750,1517
Gabon,Wouleu-Ntem,30,518,284,52,1022,687,960,1818,2059,364,1413,1791,4237,5206,4501,4513,2543,1483,1485,1018,1311,1581,1478,2312
Gambia,Western,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Ahafo,30,382,160,139,198,1150,461,745,113,29,287,30,255,369,57,3187,1254,2798,786,3247,1596,3914,1727,1940
Ghana,Ashanti,30,870,626,217,566,576,521,575,505,369,1356,694,1370,1943,439,6690,3015,3622,1417,4143,3783,5427,4809,5159
Ghana,Bono,30,44,10,5,5,25,2,95,44,9,28,10,17,50,10,46,77,152,38,13,343,384,206,721
Ghana,Central,30,50,93,74,265,52,191,106,110,101,50,104,189,238,118,211,100,400,331,774,576,1255,1831,950
Ghana,Eastern,30,209,102,49,169,60,312,187,129,64,154,115,488,405,71,258,702,529,319,493,586,797,576,994
Ghana,Western,30,1886,578,779,1516,808,1285,283,1770,282,425,847,1449,2120,2343,816,931,1790,1288,1791,1133,1647,1531,1188
Ghana,Western North,30,991,300,316,680,972,237,675,863,786,448,675,1318,2302,575,2537,1601,2990,1638,3806,2678,4544,2063,2950
Guadeloupe,Basse-Terre,30,2,3,8,6,2,4,4,5,11,3,11,2,1,4,0,3,8,3,1,2,3,3,1
Guadeloupe,Pointe-à-Pitre,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Guatemala,Alta Verapaz,30,1226,874,1355,903,2011,3396,2574,2849,2314,1739,4678,3045,2124,1511,13147,4764,4239,4062,4252,2732,2321,3186,16817
Guatemala,Baja Verapaz,30,40,29,51,21,66,94,38,64,75,86,160,60,40,60,280,103,120,114,143,89,92,110,161
Guatemala,Chimaltenango,30,221,30,183,25,113,101,62,90,35,18,138,36,76,71,79,95,116,69,60,52,65,83,57
Guatemala,Chiquimula,30,13,2,3,9,2,5,4,5,3,7,5,4,3,1,7,7,10,2,3,2,2,1,1
Guatemala,El Progreso,30,18,3,9,7,0,19,1,2,1,8,10,1,2,6,51,14,11,5,12,19,19,4,12
Guatemala,Escuintla,30,0,2,5,3,5,9,1,1,3,1,24,1,1,6,0,1,16,1,0,0,2,1,7
Guatemala,Huehuetenango,30,310,337,445,353,537,693,747,1368,616,646,874,557,714,387,1180,616,796,580,726,471,262,387,838
Guatemala,Izabal,30,2997,1134,1234,2675,1311,3864,2854,2347,3567,2947,3002,3296,1796,1580,8868,3824,3413,3801,5473,3478,1696,2664,13810
Guatemala,Jutiapa,30,0,0,0,1,0,1,1,1,8,0,6,0,0,0,3,1,0,1,2,4,7,2,3
Guatemala,Petén,30,10711,21472,13015,28801,13329,37270,22261,29182,14879,10896,16761,12097,12392,12418,37054,11159,8229,20345,27404,7270,6869,13614,37233
Guatemala,Quezaltenango,30,13,12,30,17,15,28,38,45,14,11,46,7,20,8,16,10,22,20,11,11,8,17,139
Guatemala,Quiché,30,415,359,665,433,863,1173,973,1443,1059,703,1813,675,996,634,2106,1200,1101,1160,1063,694,743,829,1347
Guatemala,Retalhuleu,30,1,0,0,0,0,0,2,0,0,0,0,0,0,1,10,0,0,0,28,0,1,2,2
Guatemala,Sacatepéquez,30,0,0,4,3,2,12,1,0,1,0,14,4,1,0,9,8,69,0,1,1,1,2,33
Guatemala,San Marcos,30,8,2,2,28,5,1,68,23,10,19,26,6,10,2,18,50,12,36,35,4,4,13,8
Guatemala,Santa Rosa,30,2,5,27,27,0,8,7,14,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0
Guatemala,Sololá,30,10,5,43,14,14,17,8,14,7,5,17,5,7,9,10,64,12,9,5,20,7,4,35
Guatemala,Suchitepéquez,30,1,5,103,24,12,28,28,15,5,2,29,3,10,5,30,25,2,7,32,5,14,4,11
Guatemala,Totonicapán,30,34,4,63,25,17,34,21,18,10,22,75,13,12,6,14,21,15,8,12,7,16,10,43
Guatemala,Zacapa,30,47,17,19,19,9,38,16,17,65,63,66,53,30,41,366,74,117,110,177,299,61,76,117
Guinea,Boké,30,41,14,22,37,6,25,27,22,29,35,10,222,114,201,270,202,180,197,249,186,143,200,199
Guinea,Conakry,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Guinea,Kindia,30,5,1,11,25,13,24,3,25,3,4,18,79,57,94,131,82,124,111,102,108,108,85,89
Guinea,Nzérékoré,30,1054,271,518,206,214,985,509,330,299,360,559,727,581,839,1140,1390,832,745,946,501,692,361,620
Guinea-Bissau,Bafatá,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,1,2,1
Guinea-Bissau,Biombo,30,2,0,0,0,0,5,0,1,2,0,0,4,5,17,7,5,7,8,3,1,1,3,1
Guinea-Bissau,Bolama,30,24,0,18,6,6,3,17,34,21,13,5,90,88,89,113,113,122,48,103,71,141,62,88
Guinea-Bissau,Cacheu,30,2,0,0,0,0,0,0,1,0,0,1,14,4,4,3,4,5,6,16,4,8,8,13
Guinea-Bissau,Oio,30,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,1,0,0,0,0
Guinea-Bissau,Quinara,30,16,0,3,0,3,4,1,7,11,3,4,26,29,31,38,38,41,37,49,33,27,12,39
Guinea-Bissau,Tombali,30,90,13,52,69,38,50,48,92,103,130,98,339,303,263,363,341,272,266,330,237,198,199,123
Guyana,Barima-Waini,30,252,127,50,329,369,464,1148,145,996,825,603,30,1031,742,1448,1594,1074,1628,1646,1174,734,2177,2584
Guyana,Cuyuni-Mazaruni,30,1147,1129,851,1401,1300,1215,2711,2018,2503,2699,3997,2167,3408,4162,5141,6906,3249,4797,5440,3611,3215,7848,7573
Guyana,Demerara-Mahaica,30,25,80,24,61,32,36,38,55,84,49,61,42,62,59,99,115,30,78,43,49,67,137,735
Guyana,East Berbice-Corentyne,30,80,620,208,72,98,248,210,272,431,211,852,529,522,786,741,339,126,729,355,213,674,2172,8431
Guyana,Essequibo Islands-West Demerara,30,130,127,122,238,244,123,226,344,390,177,110,82,144,176,246,240,128,442,170,192,253,412,1328
Guyana,Mahaica-Berbice,30,17,221,36,188,76,36,22,15,76,15,32,27,28,29,145,161,29,45,34,13,7,80,3906
Guyana,Pomeroon-Supenaam,30,166,290,189,286,474,220,209,232,124,90,88,61,108,81,176,458,111,324,206,160,128,451,819
Guyana,Potaro-Siparuni,30,276,177,280,344,392,363,750,873,1120,816,1178,325,841,789,2534,2029,1063,1120,1198,856,665,1615,3219
Guyana,Upper Demerara-Berbice,30,119,854,526,320,276,323,339,515,399,357,887,652,1018,580,2079,696,344,1425,590,452,749,1705,19566
Guyana,Upper Takutu-Upper Essequibo,30,609,586,339,335,478,314,718,455,525,586,1130,590,622,1054,4076,963,1469,2370,1076,364,1388,566,16268
Haiti,Centre,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,2,2
Haiti,Grand'Anse,30,1,0,0,5,1,3,0,2,2,0,8,0,0,2,373,111,5,8,1,40,5,18,4
Haiti,L'Artibonite,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Haiti,Nippes,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,42,0,0,0,0,0,0,0
Haiti,Nord-Est,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Haiti,Nord-Ouest,30,4,5,9,3,4,10,5,9,6,18,18,6,4,2,5,9,1,4,3,2,0,1,2
Haiti,Nord,30,7,1,32,7,0,14,19,3,0,6,6,4,2,5,18,3,2,1,1,1,0,4,1
Haiti,Ouest,30,0,4,1,1,0,1,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Haiti,Sud-Est,30,0,0,4,11,0,0,6,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1
Haiti,Sud,30,3,1,4,5,13,7,2,4,1,2,12,3,2,8,1553,203,14,17,7,84,7,28,29
Honduras,Atlántida,30,228,281,303,192,312,430,490,593,302,393,462,529,543,568,983,1943,1351,1589,1863,1625,1030,1376,827
Honduras,Choluteca,30,0,0,0,1,8,0,1,2,19,6,2,2,19,5,31,9,5,2,8,21,2,16,2
Honduras,Colón,30,2432,2821,2710,3592,3635,3417,4157,5699,5040,2754,3339,4081,5958,4977,8496,7444,6752,6434,7192,6405,5248,5682,3751
Honduras,Comayagua,30,22,21,29,9,16,45,14,28,5,55,46,39,53,27,1444,185,55,39,122,69,27,59,74
Honduras,Copán,30,78,12,15,29,11,35,17,18,18,37,39,30,33,32,174,71,59,52,59,31,26,39,70
Honduras,Cortés,30,87,62,66,77,38,235,129,135,109,143,113,103,88,121,180,561,274,217,364,364,76,68,130
Honduras,El Paraíso,30,49,368,90,178,171,194,187,480,394,483,691,352,348,117,612,333,222,180,389,273,465,434,494
Honduras,Francisco Morazán,30,53,46,86,37,96,81,39,127,48,102,71,58,78,67,4616,479,113,97,278,115,99,126,267
Honduras,Gracias a Dios,30,277,153,433,1255,1290,847,1203,2276,1866,2049,1233,2117,2513,1828,3488,4209,5749,6584,11166,12634,9560,15889,14194
Honduras,Intibucá,30,18,7,41,14,17,66,18,33,8,29,29,19,32,54,705,260,45,36,105,49,25,23,32
Honduras,Islas de la Bahía,30,0,0,0,3,0,1,0,0,0,0,2,3,2,8,4,9,7,22,5,3,6,3,3
Honduras,La Paz,30,7,4,11,4,2,13,4,10,2,8,7,27,19,13,333,64,17,10,19,7,10,12,10
Honduras,Lempira,30,25,10,27,9,6,36,14,16,18,17,32,33,25,26,71,51,28,19,36,77,11,15,18
Honduras,Ocotepeque,30,12,4,9,20,6,10,5,2,6,10,15,7,3,3,9,25,16,14,7,7,8,3,3
Honduras,Olancho,30,3781,4755,3002,8428,8218,6805,8006,12296,13185,13748,3519,9123,11897,6742,22511,20102,16952,16471,18035,13543,12863,18654,19354
Honduras,Santa Bárbara,30,46,28,28,41,20,116,41,63,48,71,69,47,66,73,443,199,135,166,155,126,65,75,62
Honduras,Valle,30,0,0,0,0,1,0,0,0,0,3,0,1,3,7,7,5,4,0,1,0,0,8,4
Honduras,Yoro,30,219,274,256,262,311,320,348,394,328,405,330,390,575,686,1906,1740,851,969,1874,1242,597,1273,1062
India,Andaman and Nicobar,30,170,168,111,698,479,383,1345,262,196,41,454,319,660,50,56,197,41,40,321,61,28,28,37
India,Andhra Pradesh,30,95,230,177,247,181,255,383,405,168,459,237,171,323,125,326,561,387,363,225,142,192,424,467
India,Arunachal Pradesh,30,1045,1329,2722,1391,1977,1986,2035,2476,1193,3969,4054,1732,2603,2513,3709,4013,1959,1779,2736,3841,3040,2532,2930
India,Assam,30,1828,1424,3820,2401,2211,3559,4467,4733,2648,2983,3981,1767,3925,3035,4926,3659,2447,2120,3082,4159,3912,3451,3238
