country,threshold,driver,year,tc_loss_ha
Madagascar,30,Hard commodities,2006,77.0
Madagascar,30,Hard commodities,2007,347.0
Madagascar,30,Hard commodities,2008,212.0
Madagascar,30,Hard commodities,2009,254.0
Madagascar,30,Hard commodities,2010,170.0
Madagascar,30,Hard commodities,2011,236.0
Madagascar,30,Hard commodities,2012,128.0
Madagascar,30,Hard commodities,2013,245.0
Madagascar,30,Hard commodities,2014,380.0
Madagascar,30,Hard commodities,2015,208.0
Madagascar,30,Hard commodities,2016,226.0
Madagascar,30,Hard commodities,2017,438.0
Madagascar,30,Hard commodities,2018,287.0
Madagascar,30,Hard commodities,2019,236.0
Madagascar,30,Hard commodities,2020,196.0
Madagascar,30,Hard commodities,2021,270.0
Madagascar,30,Hard commodities,2022,310.0
Madagascar,30,Hard commodities,2023,310.0
Madagascar,30,Hard commodities,2024,183.0
Madagascar,30,Logging,2001,1711.0
Madagascar,30,Logging,2002,1400.0
Madagascar,30,Logging,2003,1276.0
Madagascar,30,Logging,2004,1500.0
Madagascar,30,Logging,2005,2028.0
Madagascar,30,Logging,2006,1007.0
Madagascar,30,Logging,2007,4204.0
Madagascar,30,Logging,2008,2487.0
Madagascar,30,Logging,2009,2570.0
Madagascar,30,Logging,2010,2648.0
Madagascar,30,Logging,2011,4511.0
Madagascar,30,Logging,2012,3156.0
Madagascar,30,Logging,2013,2728.0
Madagascar,30,Logging,2014,4402.0
Madagascar,30,Logging,2015,4002.0
Madagascar,30,Logging,2016,5825.0
Madagascar,30,Logging,2017,6568.0
Madagascar,30,Logging,2018,4915.0
Madagascar,30,Logging,2019,4871.0
Madagascar,30,Logging,2020,4081.0
Madagascar,30,Logging,2021,3980.0
Madagascar,30,Logging,2022,3727.0
Madagascar,30,Logging,2023,3618.0
Madagascar,30,Logging,2024,1975.0
Madagascar,30,Other natural disturbances,2001,533.0
Madagascar,30,Other natural disturbances,2002,442.0
Madagascar,30,Other natural disturbances,2003,447.0
Madagascar,30,Other natural disturbances,2004,1041.0
Madagascar,30,Other natural disturbances,2005,534.0
Madagascar,30,Other natural disturbances,2006,330.0
Madagascar,30,Other natural disturbances,2007,1178.0
Madagascar,30,Other natural disturbances,2008,611.0
Madagascar,30,Other natural disturbances,2009,830.0
Madagascar,30,Other natural disturbances,2010,568.0
Madagascar,30,Other natural disturbances,2011,1214.0
Madagascar,30,Other natural disturbances,2012,684.0
Madagascar,30,Other natural disturbances,2013,1142.0
Madagascar,30,Other natural disturbances,2014,1613.0
Madagascar,30,Other natural disturbances,2015,878.0
Madagascar,30,Other natural disturbances,2016,1028.0
Madagascar,30,Other natural disturbances,2017,1891.0
Madagascar,30,Other natural disturbances,2018,1225.0
Madagascar,30,Other natural disturbances,2019,809.0
Madagascar,30,Other natural disturbances,2020,1111.0
Madagascar,30,Other natural disturbances,2021,1198.0
Madagascar,30,Other natural disturbances,2022,935.0
Madagascar,30,Other natural disturbances,2023,1241.0
Madagascar,30,Other natural disturbances,2024,1539.0
Madagascar,30,Permanent agriculture,2001,16410.0
Madagascar,30,Permanent agriculture,2002,23589.0
Madagascar,30,Permanent agriculture,2003,24438.0
Madagascar,30,Permanent agriculture,2004,18250.0
Madagascar,30,Permanent agriculture,2005,29308.0
Madagascar,30,Permanent agriculture,2006,35019.0
Madagascar,30,Permanent agriculture,2007,57604.0
Madagascar,30,Permanent agriculture,2008,44182.0
Madagascar,30,Permanent agriculture,2009,43463.0
Madagascar,30,Permanent agriculture,2010,40063.0
Madagascar,30,Permanent agriculture,2011,43505.0
Madagascar,30,Permanent agriculture,2012,34997.0
Madagascar,30,Permanent agriculture,2013,45587.0
Madagascar,30,Permanent agriculture,2014,76829.0
Madagascar,30,Permanent agriculture,2015,53068.0
Madagascar,30,Permanent agriculture,2016,53812.0
Madagascar,30,Permanent agriculture,2017,98049.0
Madagascar,30,Permanent agriculture,2018,66080.0
Madagascar,30,Permanent agriculture,2019,52466.0
Madagascar,30,Permanent agriculture,2020,38893.0
Madagascar,30,Permanent agriculture,2021,47550.0
Madagascar,30,Permanent agriculture,2022,43732.0
Madagascar,30,Permanent agriculture,2023,54042.0
Madagascar,30,Permanent agriculture,2024,38994.0
Madagascar,30,Settlements & Infrastructure,2001,48.0
Madagascar,30,Settlements & Infrastructure,2002,39.0
Madagascar,30,Settlements & Infrastructure,2003,48.0
Madagascar,30,Settlements & Infrastructure,2004,111.0
Madagascar,30,Settlements & Infrastructure,2005,70.0
Madagascar,30,Settlements & Infrastructure,2006,53.0
Madagascar,30,Settlements & Infrastructure,2007,205.0
Madagascar,30,Settlements & Infrastructure,2008,162.0
Madagascar,30,Settlements & Infrastructure,2009,118.0
Madagascar,30,Settlements & Infrastructure,2010,75.0
Madagascar,30,Settlements & Infrastructure,2011,92.0
Madagascar,30,Settlements & Infrastructure,2012,66.0
Madagascar,30,Settlements & Infrastructure,2013,202.0
Madagascar,30,Settlements & Infrastructure,2014,171.0
Madagascar,30,Settlements & Infrastructure,2015,80.0
Madagascar,30,Settlements & Infrastructure,2016,134.0
Madagascar,30,Settlements & Infrastructure,2017,233.0
Madagascar,30,Settlements & Infrastructure,2018,153.0
Madagascar,30,Settlements & Infrastructure,2019,102.0
Madagascar,30,Settlements & Infrastructure,2020,100.0
Madagascar,30,Settlements & Infrastructure,2021,102.0
Madagascar,30,Settlements & Infrastructure,2022,106.0
Madagascar,30,Settlements & Infrastructure,2023,89.0
Madagascar,30,Settlements & Infrastructure,2024,182.0
Madagascar,30,Shifting cultivation,2001,65645.0
Madagascar,30,Shifting cultivation,2002,60784.0
Madagascar,30,Shifting cultivation,2003,56189.0
Madagascar,30,Shifting cultivation,2004,59111.0
Madagascar,30,Shifting cultivation,2005,57930.0
Madagascar,30,Shifting cultivation,2006,29924.0
Madagascar,30,Shifting cultivation,2007,117342.0
Madagascar,30,Shifting cultivation,2008,70655.0
Madagascar,30,Shifting cultivation,2009,83759.0
Madagascar,30,Shifting cultivation,2010,56915.0
Madagascar,30,Shifting cultivation,2011,105318.0
Madagascar,30,Shifting cultivation,2012,78598.0
Madagascar,30,Shifting cultivation,2013,237668.0
Madagascar,30,Shifting cultivation,2014,288685.0
Madagascar,30,Shifting cultivation,2015,228360.0
Madagascar,30,Shifting cultivation,2016,307171.0
Madagascar,30,Shifting cultivation,2017,365121.0
Madagascar,30,Shifting cultivation,2018,271445.0
Madagascar,30,Shifting cultivation,2019,167465.0
Madagascar,30,Shifting cultivation,2020,182681.0
Madagascar,30,Shifting cultivation,2021,161262.0
Madagascar,30,Shifting cultivation,2022,183519.0
Madagascar,30,Shifting cultivation,2023,216260.0
Madagascar,30,Shifting cultivation,2024,162107.0
Madagascar,30,Wildfire,2001,2129.0
Madagascar,30,Wildfire,2002,2691.0
Madagascar,30,Wildfire,2003,1337.0
Madagascar,30,Wildfire,2004,1125.0
Madagascar,30,Wildfire,2005,3210.0
Madagascar,30,Wildfire,2006,4306.0
Madagascar,30,Wildfire,2007,6936.0
Madagascar,30,Wildfire,2008,4722.0
Madagascar,30,Wildfire,2009,5023.0
Madagascar,30,Wildfire,2010,6351.0
Madagascar,30,Wildfire,2011,6928.0
Madagascar,30,Wildfire,2012,10321.0
Madagascar,30,Wildfire,2013,11418.0
Madagascar,30,Wildfire,2014,44023.0
Madagascar,30,Wildfire,2015,14837.0
Madagascar,30,Wildfire,2016,15242.0
Madagascar,30,Wildfire,2017,37665.0
Madagascar,30,Wildfire,2018,22293.0
Madagascar,30,Wildfire,2019,28120.0
Madagascar,30,Wildfire,2020,13819.0
Madagascar,30,Wildfire,2021,20261.0
Madagascar,30,Wildfire,2022,23810.0
Madagascar,30,Wildfire,2023,27467.0
Madagascar,30,Wildfire,2024,25990.0
México,30,Hard commodities,2001,542.0
México,30,Hard commodities,2002,569.0
México,30,Hard commodities,2003,467.0
México,30,Hard commodities,2004,725.0
México,30,Hard commodities,2005,903.0
México,30,Hard commodities,2006,1304.0
México,30,Hard commodities,2007,1086.0
México,30,Hard commodities,2008,1359.0
México,30,Hard commodities,2009,1672.0
México,30,Hard commodities,2010,1083.0
México,30,Hard commodities,2011,1287.0
México,30,Hard commodities,2012,811.0
México,30,Hard commodities,2013,859.0
México,30,Hard commodities,2014,1187.0
México,30,Hard commodities,2015,1004.0
México,30,Hard commodities,2016,986.0
México,30,Hard commodities,2017,1267.0
México,30,Hard commodities,2018,1285.0
México,30,Hard commodities,2019,1124.0
México,30,Hard commodities,2020,994.0
México,30,Hard commodities,2021,1339.0
México,30,Hard commodities,2022,2930.0
México,30,Hard commodities,2023,4972.0
México,30,Hard commodities,2024,2431.0
México,30,Logging,2001,2151.0
México,30,Logging,2002,1192.0
México,30,Logging,2003,987.0
México,30,Logging,2004,1448.0
México,30,Logging,2005,1515.0
México,30,Logging,2006,1497.0
México,30,Logging,2007,1906.0
México,30,Logging,2008,1473.0
México,30,Logging,2009,2529.0
México,30,Logging,2010,1904.0
México,30,Logging,2011,1973.0
México,30,Logging,2012,1802.0
México,30,Logging,2013,2149.0
México,30,Logging,2014,2405.0
México,30,Logging,2015,2193.0
México,30,Logging,2016,2813.0
México,30,Logging,2017,3740.0
México,30,Logging,2018,5675.0
México,30,Logging,2019,5342.0
México,30,Logging,2020,4320.0
México,30,Logging,2021,5503.0
México,30,Logging,2022,5951.0
México,30,Logging,2023,4745.0
México,30,Logging,2024,7092.0
México,30,Other natural disturbances,2001,1866.0
México,30,Other natural disturbances,2002,1890.0
México,30,Other natural disturbances,2003,2374.0
México,30,Other natural disturbances,2004,1988.0
México,30,Other natural disturbances,2005,2711.0
México,30,Other natural disturbances,2006,2584.0
México,30,Other natural disturbances,2007,2134.0
México,30,Other natural disturbances,2008,3386.0
México,30,Other natural disturbances,2009,7166.0
México,30,Other natural disturbances,2010,2510.0
México,30,Other natural disturbances,2011,4350.0
México,30,Other natural disturbances,2012,2399.0
México,30,Other natural disturbances,2013,4135.0
México,30,Other natural disturbances,2014,1681.0
México,30,Other natural disturbances,2015,3165.0
México,30,Other natural disturbances,2016,3115.0
México,30,Other natural disturbances,2017,5036.0
México,30,Other natural disturbances,2018,3861.0
México,30,Other natural disturbances,2019,5396.0
México,30,Other natural disturbances,2020,3430.0
México,30,Other natural disturbances,2021,3265.0
México,30,Other natural disturbances,2022,4178.0
México,30,Other natural disturbances,2023,1981.0
México,30,Other natural disturbances,2024,5865.0
México,30,Permanent agriculture,2001,138260.0
México,30,Permanent agriculture,2002,136231.0
México,30,Permanent agriculture,2003,133340.0
México,30,Permanent agriculture,2004,149083.0
México,30,Permanent agriculture,2005,183129.0
México,30,Permanent agriculture,2006,131608.0
México,30,Permanent agriculture,2007,195092.0
México,30,Permanent agriculture,2008,153100.0
México,30,Permanent agriculture,2009,229004.0
México,30,Permanent agriculture,2010,144218.0
México,30,Permanent agriculture,2011,144018.0
México,30,Permanent agriculture,2012,146301.0
México,30,Permanent agriculture,2013,175352.0
México,30,Permanent agriculture,2014,146763.0
México,30,Permanent agriculture,2015,157449.0
México,30,Permanent agriculture,2016,226574.0
México,30,Permanent agriculture,2017,241111.0
México,30,Permanent agriculture,2018,219384.0
México,30,Permanent agriculture,2019,254791.0
México,30,Permanent agriculture,2020,220076.0
México,30,Permanent agriculture,2021,137171.0
México,30,Permanent agriculture,2022,130000.0
México,30,Permanent agriculture,2023,174211.0
México,30,Permanent agriculture,2024,173767.0
México,30,Settlements & Infrastructure,2001,2381.0
México,30,Settlements & Infrastructure,2002,2638.0
México,30,Settlements & Infrastructure,2003,2323.0
México,30,Settlements & Infrastructure,2004,3305.0
México,30,Settlements & Infrastructure,2005,3749.0
México,30,Settlements & Infrastructure,2006,4263.0
México,30,Settlements & Infrastructure,2007,4750.0
México,30,Settlements & Infrastructure,2008,4629.0
México,30,Settlements & Infrastructure,2009,4912.0
México,30,Settlements & Infrastructure,2010,2643.0
México,30,Settlements & Infrastructure,2011,2494.0
México,30,Settlements & Infrastructure,2012,2284.0
México,30,Settlements & Infrastructure,2013,1270.0
México,30,Settlements & Infrastructure,2014,1959.0
México,30,Settlements & Infrastructure,2015,2080.0
México,30,Settlements & Infrastructure,2016,2353.0
México,30,Settlements & Infrastructure,2017,2388.0
México,30,Settlements & Infrastructure,2018,2327.0
México,30,Settlements & Infrastructure,2019,2208.0
México,30,Settlements & Infrastructure,2020,1812.0
México,30,Settlements & Infrastructure,2021,1780.0
México,30,Settlements & Infrastructure,2022,1763.0
México,30,Settlements & Infrastructure,2023,2286.0
México,30,Settlements & Infrastructure,2024,2110.0
México,30,Shifting cultivation,2001,8197.0
México,30,Shifting cultivation,2002,10226.0
México,30,Shifting cultivation,2003,6488.0
México,30,Shifting cultivation,2004,6505.0
México,30,Shifting cultivation,2005,6409.0
México,30,Shifting cultivation,2006,4253.0
México,30,Shifting cultivation,2007,5859.0
México,30,Shifting cultivation,2008,6740.0
México,30,Shifting cultivation,2009,9055.0
México,30,Shifting cultivation,2010,7181.0
México,30,Shifting cultivation,2011,8266.0
México,30,Shifting cultivation,2012,8845.0
México,30,Shifting cultivation,2013,12524.0
México,30,Shifting cultivation,2014,11014.0
México,30,Shifting cultivation,2015,13260.0
México,30,Shifting cultivation,2016,22384.0
México,30,Shifting cultivation,2017,23150.0
México,30,Shifting cultivation,2018,17608.0
México,30,Shifting cultivation,2019,23734.0
México,30,Shifting cultivation,2020,22783.0
México,30,Shifting cultivation,2021,12165.0
México,30,Shifting cultivation,2022,13030.0
México,30,Shifting cultivation,2023,11137.0
México,30,Shifting cultivation,2024,16261.0
México,30,Wildfire,2001,2642.0
México,30,Wildfire,2002,4600.0
México,30,Wildfire,2003,5339.0
México,30,Wildfire,2004,5176.0
México,30,Wildfire,2005,6312.0
México,30,Wildfire,2006,32231.0
México,30,Wildfire,2007,6087.0
México,30,Wildfire,2008,12122.0
México,30,Wildfire,2009,25224.0
México,30,Wildfire,2010,5220.0
México,30,Wildfire,2011,22695.0
México,30,Wildfire,2012,8421.0
México,30,Wildfire,2013,19310.0
México,30,Wildfire,2014,4102.0
México,30,Wildfire,2015,17843.0
México,30,Wildfire,2016,14945.0
México,30,Wildfire,2017,21324.0
México,30,Wildfire,2018,16162.0
México,30,Wildfire,2019,34264.0
México,30,Wildfire,2020,45458.0
México,30,Wildfire,2021,27339.0
México,30,Wildfire,2022,20502.0
México,30,Wildfire,2023,26717.0
México,30,Wildfire,2024,122734.0
Mali,30,Hard commodities,2001,0.0
Mali,30,Hard commodities,2002,0.0
Mali,30,Hard commodities,2004,0.0
Mali,30,Hard commodities,2005,0.0
Mali,30,Hard commodities,2006,0.0
Mali,30,Hard commodities,2008,0.0
Mali,30,Hard commodities,2012,0.0
Mali,30,Hard commodities,2013,0.0
Mali,30,Hard commodities,2014,0.0
Mali,30,Hard commodities,2015,0.0
Mali,30,Hard commodities,2016,0.0
Mali,30,Hard commodities,2017,0.0
Mali,30,Hard commodities,2018,0.0
Mali,30,Hard commodities,2019,0.0
Mali,30,Hard commodities,2020,2.0
Mali,30,Hard commodities,2021,6.0
Mali,30,Hard commodities,2022,7.0
Mali,30,Hard commodities,2023,12.0
Mali,30,Hard commodities,2024,4.0
Mali,30,Logging,2012,0.0
Mali,30,Logging,2013,0.0
Mali,30,Logging,2014,0.0
Mali,30,Other natural disturbances,2011,0.0
Mali,30,Other natural disturbances,2020,0.0
Mali,30,Other natural disturbances,2024,0.0
Mali,30,Permanent agriculture,2001,333.0
Mali,30,Permanent agriculture,2002,160.0
Mali,30,Permanent agriculture,2003,31.0
Mali,30,Permanent agriculture,2004,146.0
Mali,30,Permanent agriculture,2005,81.0
Mali,30,Permanent agriculture,2006,101.0
Mali,30,Permanent agriculture,2007,122.0
Mali,30,Permanent agriculture,2008,102.0
Mali,30,Permanent agriculture,2009,155.0
Mali,30,Permanent agriculture,2010,52.0
Mali,30,Permanent agriculture,2011,163.0
Mali,30,Permanent agriculture,2012,78.0
Mali,30,Permanent agriculture,2013,408.0
Mali,30,Permanent agriculture,2014,269.0
Mali,30,Permanent agriculture,2015,204.0
Mali,30,Permanent agriculture,2016,204.0
Mali,30,Permanent agriculture,2017,331.0
Mali,30,Permanent agriculture,2018,297.0
Mali,30,Permanent agriculture,2019,210.0
Mali,30,Permanent agriculture,2020,146.0
Mali,30,Permanent agriculture,2021,124.0
Mali,30,Permanent agriculture,2022,152.0
Mali,30,Permanent agriculture,2023,302.0
Mali,30,Permanent agriculture,2024,232.0
Mali,30,Settlements & Infrastructure,2014,0.0
Mali,30,Settlements & Infrastructure,2019,0.0
Mali,30,Settlements & Infrastructure,2021,0.0
Mali,30,Settlements & Infrastructure,2022,0.0
Mali,30,Settlements & Infrastructure,2023,0.0
Mali,30,Settlements & Infrastructure,2024,0.0
Mali,30,Shifting cultivation,2013,0.0
Mali,30,Shifting cultivation,2014,0.0
Mali,30,Shifting cultivation,2015,0.0
Mali,30,Shifting cultivation,2016,0.0
Mali,30,Shifting cultivation,2017,0.0
Mali,30,Shifting cultivation,2018,0.0
Mali,30,Shifting cultivation,2021,0.0
Mali,30,Shifting cultivation,2024,0.0
Malta,30,Permanent agriculture,2004,0.0
Malta,30,Permanent agriculture,2007,0.0
Malta,30,Settlements & Infrastructure,2001,0.0
Malta,30,Settlements & Infrastructure,2004,0.0
Malta,30,Settlements & Infrastructure,2007,0.0
Malta,30,Settlements & Infrastructure,2012,0.0
Malta,30,Settlements & Infrastructure,2013,0.0
Myanmar,30,Hard commodities,2001,1588.0
Myanmar,30,Hard commodities,2002,1672.0
Myanmar,30,Hard commodities,2003,2853.0
Myanmar,30,Hard commodities,2004,3176.0
Myanmar,30,Hard commodities,2005,3215.0
Myanmar,30,Hard commodities,2006,2631.0
Myanmar,30,Hard commodities,2007,6836.0
Myanmar,30,Hard commodities,2008,4097.0
Myanmar,30,Hard commodities,2009,7991.0
Myanmar,30,Hard commodities,2010,7855.0
Myanmar,30,Hard commodities,2011,7341.0
Myanmar,30,Hard commodities,2012,10514.0
Myanmar,30,Hard commodities,2013,6530.0
Myanmar,30,Hard commodities,2014,18318.0
Myanmar,30,Hard commodities,2015,7577.0
Myanmar,30,Hard commodities,2016,11120.0
Myanmar,30,Hard commodities,2017,8831.0
Myanmar,30,Hard commodities,2018,7517.0
Myanmar,30,Hard commodities,2019,9209.0
Myanmar,30,Hard commodities,2020,9558.0
Myanmar,30,Hard commodities,2021,10525.0
Myanmar,30,Hard commodities,2022,9570.0
Myanmar,30,Hard commodities,2023,12938.0
Myanmar,30,Hard commodities,2024,9803.0
Myanmar,30,Logging,2001,477.0
Myanmar,30,Logging,2002,609.0
Myanmar,30,Logging,2003,648.0
Myanmar,30,Logging,2004,837.0
Myanmar,30,Logging,2005,690.0
Myanmar,30,Logging,2006,1242.0
Myanmar,30,Logging,2007,1141.0
Myanmar,30,Logging,2008,1050.0
Myanmar,30,Logging,2009,2174.0
Myanmar,30,Logging,2010,2889.0
Myanmar,30,Logging,2011,1003.0
Myanmar,30,Logging,2012,2687.0
Myanmar,30,Logging,2013,3175.0
Myanmar,30,Logging,2014,3560.0
Myanmar,30,Logging,2015,4638.0
Myanmar,30,Logging,2016,3858.0
Myanmar,30,Logging,2017,2692.0
Myanmar,30,Logging,2018,1915.0
Myanmar,30,Logging,2019,3217.0
Myanmar,30,Logging,2020,3925.0
Myanmar,30,Logging,2021,2369.0
Myanmar,30,Logging,2022,1882.0
Myanmar,30,Logging,2023,2098.0
Myanmar,30,Logging,2024,1674.0
Myanmar,30,Other natural disturbances,2001,691.0
Myanmar,30,Other natural disturbances,2002,1041.0
Myanmar,30,Other natural disturbances,2003,874.0
Myanmar,30,Other natural disturbances,2004,1621.0
Myanmar,30,Other natural disturbances,2005,974.0
Myanmar,30,Other natural disturbances,2006,1518.0
Myanmar,30,Other natural disturbances,2007,1849.0
Myanmar,30,Other natural disturbances,2008,2464.0
Myanmar,30,Other natural disturbances,2009,2735.0
Myanmar,30,Other natural disturbances,2010,3105.0
Myanmar,30,Other natural disturbances,2011,1281.0
Myanmar,30,Other natural disturbances,2012,2254.0
Myanmar,30,Other natural disturbances,2013,1373.0
Myanmar,30,Other natural disturbances,2014,1262.0
Myanmar,30,Other natural disturbances,2015,1951.0
Myanmar,30,Other natural disturbances,2016,2873.0
Myanmar,30,Other natural disturbances,2017,1782.0
Myanmar,30,Other natural disturbances,2018,811.0
Myanmar,30,Other natural disturbances,2019,857.0
Myanmar,30,Other natural disturbances,2020,1366.0
Myanmar,30,Other natural disturbances,2021,920.0
Myanmar,30,Other natural disturbances,2022,790.0
Myanmar,30,Other natural disturbances,2023,1341.0
Myanmar,30,Other natural disturbances,2024,2339.0
Myanmar,30,Permanent agriculture,2001,14981.0
Myanmar,30,Permanent agriculture,2002,24715.0
Myanmar,30,Permanent agriculture,2003,28340.0
Myanmar,30,Permanent agriculture,2004,41101.0
Myanmar,30,Permanent agriculture,2005,43187.0
Myanmar,30,Permanent agriculture,2006,66922.0
Myanmar,30,Permanent agriculture,2007,77600.0
Myanmar,30,Permanent agriculture,2008,60920.0
Myanmar,30,Permanent agriculture,2009,112007.0
Myanmar,30,Permanent agriculture,2010,83175.0
Myanmar,30,Permanent agriculture,2011,71177.0
Myanmar,30,Permanent agriculture,2012,105256.0
Myanmar,30,Permanent agriculture,2013,80765.0
Myanmar,30,Permanent agriculture,2014,115663.0
Myanmar,30,Permanent agriculture,2015,82337.0
Myanmar,30,Permanent agriculture,2016,97503.0
Myanmar,30,Permanent agriculture,2017,84411.0
Myanmar,30,Permanent agriculture,2018,77840.0
Myanmar,30,Permanent agriculture,2019,92937.0
Myanmar,30,Permanent agriculture,2020,87804.0
Myanmar,30,Permanent agriculture,2021,87608.0
Myanmar,30,Permanent agriculture,2022,68537.0
Myanmar,30,Permanent agriculture,2023,94198.0
Myanmar,30,Permanent agriculture,2024,67353.0
Myanmar,30,Settlements & Infrastructure,2001,129.0
Myanmar,30,Settlements & Infrastructure,2002,207.0
Myanmar,30,Settlements & Infrastructure,2003,257.0
Myanmar,30,Settlements & Infrastructure,2004,352.0
Myanmar,30,Settlements & Infrastructure,2005,316.0
Myanmar,30,Settlements & Infrastructure,2006,592.0
Myanmar,30,Settlements & Infrastructure,2007,634.0
Myanmar,30,Settlements & Infrastructure,2008,643.0
Myanmar,30,Settlements & Infrastructure,2009,768.0
Myanmar,30,Settlements & Infrastructure,2010,732.0
Myanmar,30,Settlements & Infrastructure,2011,567.0
Myanmar,30,Settlements & Infrastructure,2012,624.0
Myanmar,30,Settlements & Infrastructure,2013,419.0
Myanmar,30,Settlements & Infrastructure,2014,687.0
Myanmar,30,Settlements & Infrastructure,2015,494.0
Myanmar,30,Settlements & Infrastructure,2016,874.0
Myanmar,30,Settlements & Infrastructure,2017,559.0
Myanmar,30,Settlements & Infrastructure,2018,560.0
Myanmar,30,Settlements & Infrastructure,2019,623.0
Myanmar,30,Settlements & Infrastructure,2020,738.0
Myanmar,30,Settlements & Infrastructure,2021,391.0
Myanmar,30,Settlements & Infrastructure,2022,355.0
Myanmar,30,Settlements & Infrastructure,2023,455.0
Myanmar,30,Settlements & Infrastructure,2024,357.0
Myanmar,30,Shifting cultivation,2001,26219.0
Myanmar,30,Shifting cultivation,2002,37063.0
Myanmar,30,Shifting cultivation,2003,43391.0
Myanmar,30,Shifting cultivation,2004,53929.0
Myanmar,30,Shifting cultivation,2005,42488.0
Myanmar,30,Shifting cultivation,2006,52677.0
Myanmar,30,Shifting cultivation,2007,57473.0
Myanmar,30,Shifting cultivation,2008,48858.0
Myanmar,30,Shifting cultivation,2009,89037.0
Myanmar,30,Shifting cultivation,2010,69986.0
Myanmar,30,Shifting cultivation,2011,53087.0
Myanmar,30,Shifting cultivation,2012,101231.0
Myanmar,30,Shifting cultivation,2013,154319.0
Myanmar,30,Shifting cultivation,2014,190723.0
Myanmar,30,Shifting cultivation,2015,195402.0
Myanmar,30,Shifting cultivation,2016,245295.0
Myanmar,30,Shifting cultivation,2017,242456.0
Myanmar,30,Shifting cultivation,2018,189762.0
Myanmar,30,Shifting cultivation,2019,202246.0
Myanmar,30,Shifting cultivation,2020,206001.0
Myanmar,30,Shifting cultivation,2021,201906.0
Myanmar,30,Shifting cultivation,2022,179407.0
Myanmar,30,Shifting cultivation,2023,195325.0
Myanmar,30,Shifting cultivation,2024,193990.0
Myanmar,30,Wildfire,2001,63.0
Myanmar,30,Wildfire,2002,120.0
Myanmar,30,Wildfire,2003,74.0
Myanmar,30,Wildfire,2004,173.0
Myanmar,30,Wildfire,2005,70.0
Myanmar,30,Wildfire,2006,960.0
Myanmar,30,Wildfire,2007,146.0
Myanmar,30,Wildfire,2008,167.0
Myanmar,30,Wildfire,2009,334.0
Myanmar,30,Wildfire,2010,1162.0
Myanmar,30,Wildfire,2011,143.0
Myanmar,30,Wildfire,2012,166.0
Myanmar,30,Wildfire,2013,236.0
Myanmar,30,Wildfire,2014,153.0
Myanmar,30,Wildfire,2015,381.0
Myanmar,30,Wildfire,2016,554.0
Myanmar,30,Wildfire,2017,735.0
Myanmar,30,Wildfire,2018,111.0
Myanmar,30,Wildfire,2019,109.0
Myanmar,30,Wildfire,2020,288.0
Myanmar,30,Wildfire,2021,197.0
Myanmar,30,Wildfire,2022,189.0
Myanmar,30,Wildfire,2023,602.0
Myanmar,30,Wildfire,2024,1049.0
Mongolia,30,Hard commodities,2001,102.0
Mongolia,30,Hard commodities,2002,48.0
Mongolia,30,Hard commodities,2003,50.0
Mongolia,30,Hard commodities,2004,109.0
Mongolia,30,Hard commodities,2005,93.0
Mongolia,30,Hard commodities,2006,97.0
Mongolia,30,Hard commodities,2007,125.0
Mongolia,30,Hard commodities,2008,167.0
Mongolia,30,Hard commodities,2009,115.0
Mongolia,30,Hard commodities,2010,86.0
Mongolia,30,Hard commodities,2011,25.0
Mongolia,30,Hard commodities,2012,69.0
Mongolia,30,Hard commodities,2013,10.0
Mongolia,30,Hard commodities,2014,15.0
Mongolia,30,Hard commodities,2015,39.0
Mongolia,30,Hard commodities,2016,168.0
Mongolia,30,Hard commodities,2017,62.0
Mongolia,30,Hard commodities,2018,10.0
Mongolia,30,Hard commodities,2019,72.0
Mongolia,30,Hard commodities,2020,25.0
Mongolia,30,Hard commodities,2021,43.0
Mongolia,30,Hard commodities,2022,11.0
Mongolia,30,Hard commodities,2023,47.0
Mongolia,30,Hard commodities,2024,35.0
Mongolia,30,Logging,2001,3375.0
Mongolia,30,Logging,2002,758.0
Mongolia,30,Logging,2003,789.0
Mongolia,30,Logging,2004,828.0
Mongolia,30,Logging,2005,690.0
Mongolia,30,Logging,2006,819.0
Mongolia,30,Logging,2007,503.0
Mongolia,30,Logging,2008,853.0
Mongolia,30,Logging,2009,375.0
Mongolia,30,Logging,2010,285.0
Mongolia,30,Logging,2011,282.0
Mongolia,30,Logging,2012,640.0
Mongolia,30,Logging,2013,69.0
Mongolia,30,Logging,2014,54.0
Mongolia,30,Logging,2015,17.0
Mongolia,30,Logging,2016,117.0
Mongolia,30,Logging,2017,96.0
Mongolia,30,Logging,2018,18.0
Mongolia,30,Logging,2019,216.0
Mongolia,30,Logging,2020,45.0
Mongolia,30,Logging,2021,31.0
Mongolia,30,Logging,2022,11.0
Mongolia,30,Logging,2023,51.0
Mongolia,30,Logging,2024,111.0
Mongolia,30,Other natural disturbances,2001,724.0
Mongolia,30,Other natural disturbances,2002,313.0
Mongolia,30,Other natural disturbances,2003,171.0
Mongolia,30,Other natural disturbances,2004,298.0
Mongolia,30,Other natural disturbances,2005,188.0
Mongolia,30,Other natural disturbances,2006,274.0
Mongolia,30,Other natural disturbances,2007,229.0
Mongolia,30,Other natural disturbances,2008,382.0
Mongolia,30,Other natural disturbances,2009,221.0
Mongolia,30,Other natural disturbances,2010,170.0
Mongolia,30,Other natural disturbances,2011,158.0
Mongolia,30,Other natural disturbances,2012,266.0
