country,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024
Sierra Leone,20,7260138,6185243,6211947,102137,18927,15516,9289,4077,7080,29015,22039,21078,30851,8862,34569,16683,173506,164885,237153,180799,236132,192104,178935,157880,115356,122232,101927,134170
Sierra Leone,25,7260138,6073504,5936613,102137,18875,15481,9254,4068,7044,28926,22013,21052,30799,8850,34456,16643,173060,164449,236635,180438,235750,191559,178437,157431,115020,121924,101604,133608
Sierra Leone,30,7260138,5617880,5426960,102137,18596,15310,9099,4021,6873,28526,21878,20925,30546,8782,33930,16356,170277,161513,232762,177687,232752,188217,175467,154640,113031,119929,99682,130669
Sierra Leone,50,7260138,3589288,3150655,102137,16583,13729,8021,3491,5812,24614,19766,19232,27669,7992,28831,13464,131501,117930,170308,130286,177137,140291,131365,114906,85504,91013,74864,95627
Sierra Leone,75,7260138,242583,393683,102137,5753,2844,2384,908,1508,6861,5548,5823,6642,1899,6797,906,3018,1678,2895,2644,4008,2830,3033,2548,2744,2876,2660,2906
Slovakia,0,4909564,4909564,4909564,35801,3922,4036,3777,4659,27784,8067,9547,13535,11299,17164,11582,9262,5231,17688,5431,17186,14448,17876,10476,12130,6223,5445,10302,7961
Slovakia,10,4909564,2490408,2478236,35801,3908,4022,3759,4637,27724,8038,9511,13495,11257,17124,11560,9203,5114,17444,5316,17000,14277,17747,10371,11995,6124,5243,9915,7694
Slovakia,15,4909564,2457174,2427860,35801,3902,4019,3755,4633,27701,8033,9500,13483,11250,17112,11553,9192,5101,17419,5304,16980,14256,17730,10359,11980,6114,5231,9893,7682
Slovakia,20,4909564,2439323,2417832,35801,3899,4017,3752,4628,27685,8028,9492,13473,11243,17106,11548,9183,5094,17405,5300,16969,14241,17722,10352,11972,6111,5223,9882,7673
Slovakia,25,4909564,2422593,2396897,35801,3898,4015,3751,4626,27679,8026,9489,13470,11241,17102,11546,9177,5087,17391,5294,16959,14232,17714,10345,11961,6106,5217,9871,7664
Slovakia,30,4909564,2396835,2375293,35801,3897,4015,3751,4625,27674,8023,9486,13465,11237,17099,11543,9170,5076,17367,5283,16941,14211,17698,10332,11948,6098,5206,9851,7652
Slovakia,50,4909564,2298120,2251553,35801,3857,3974,3706,4576,27427,7962,9392,13338,11160,16985,11453,9078,4999,17186,5209,16813,14079,17573,10245,11850,6029,5133,9740,7575
Slovakia,75,4909564,2016783,1878561,35801,3632,3739,3439,4295,25717,7576,8747,12545,10690,16268,10842,8574,4551,16088,4787,15861,13223,16698,9641,11242,5700,4780,9168,7123
Slovenia,0,1995674,1995674,1995674,7759,624,738,538,1285,1990,1277,2136,1896,1979,1445,1448,937,679,5448,1069,5534,5044,8310,3508,3957,2395,3042,4752,3878
Slovenia,10,1995674,1340260,1309816,7759,616,730,530,1272,1957,1256,2111,1868,1960,1433,1436,921,647,5404,1032,5415,4921,8240,3464,3899,2257,2893,4653,3773
Slovenia,15,1995674,1322017,1289174,7759,614,728,529,1270,1951,1253,2108,1864,1955,1431,1434,917,644,5398,1029,5405,4910,8233,3459,3892,2248,2882,4644,3764
Slovenia,20,1995674,1314676,1283991,7759,613,727,529,1269,1948,1251,2105,1860,1953,1430,1433,914,643,5396,1027,5400,4904,8230,3457,3888,2241,2875,4638,3759
Slovenia,25,1995674,1306688,1274510,7759,612,726,528,1268,1944,1248,2103,1856,1951,1430,1432,910,641,5392,1026,5395,4897,8224,3452,3883,2236,2866,4632,3752
Slovenia,30,1995674,1291918,1264052,7759,612,726,528,1267,1942,1247,2100,1854,1948,1429,1430,904,637,5385,1023,5389,4889,8215,3444,3875,2227,2851,4620,3742
Slovenia,50,1995674,1245580,1208717,7759,599,713,513,1241,1884,1220,2066,1816,1917,1411,1410,868,613,5351,1008,5349,4828,8167,3407,3832,2182,2770,4554,3690
Slovenia,75,1995674,1115284,1022213,7759,521,638,423,1125,1669,1097,1844,1636,1750,1314,1300,739,533,5188,954,5163,4592,7870,3190,3637,2001,2344,4227,3453
Solomon Islands,0,2853275,2853275,2853275,4917,2189,3872,2381,3548,6558,5072,5673,8185,6111,6429,5969,8852,9582,17215,15143,18279,19930,17960,16688,14688,12146,14640,9762,11191
Solomon Islands,10,2853275,2750129,2737080,4917,2187,3868,2378,3543,6552,5070,5668,8174,6037,6422,5863,8815,9494,16980,15007,18044,19792,17844,16576,14615,12023,14529,9607,11081
Solomon Islands,15,2853275,2747003,2732863,4917,2187,3868,2377,3543,6552,5069,5667,8172,6035,6421,5862,8814,9487,16969,14995,18027,19784,17839,16570,14611,12017,14522,9597,11074
Solomon Islands,20,2853275,2745099,2731717,4917,2187,3866,2376,3543,6550,5068,5667,8172,6035,6420,5862,8811,9480,16958,14987,18014,19772,17833,16559,14607,12011,14514,9591,11069
Solomon Islands,25,2853275,2743943,2729916,4917,2187,3866,2376,3543,6549,5068,5667,8172,6035,6419,5861,8810,9477,16951,14982,18007,19767,17831,16555,14604,12008,14510,9587,11066
Solomon Islands,30,2853275,2741593,2727125,4917,2187,3866,2375,3543,6548,5068,5666,8172,6034,6418,5860,8808,9471,16939,14970,17992,19761,17824,16551,14598,12001,14503,9577,11062
Solomon Islands,50,2853275,2731791,2694497,4917,2185,3862,2372,3541,6544,5063,5661,8166,6027,6412,5854,8794,9440,16882,14929,17932,19724,17796,16522,14577,11973,14473,9542,11029
Solomon Islands,75,2853275,2687645,2638689,4917,2169,3830,2349,3515,6490,5023,5619,8113,5953,6351,5798,8702,9278,16547,14654,17597,19520,17644,16318,14429,11821,14258,9399,10873
Somalia,0,63353089,63353089,63353089,4189,1064,948,477,665,940,336,903,691,656,361,519,2000,4109,2418,476,576,2075,524,1599,1074,1498,788,1124,1749
Somalia,10,63353089,3886022,3118718,4189,988,910,447,604,900,306,839,610,608,328,453,1401,2366,1464,324,448,1431,286,1257,758,1091,521,732,947
Somalia,15,63353089,1331605,1389333,4189,814,777,367,501,791,250,733,517,544,286,385,911,1639,790,185,340,1032,165,1007,602,764,389,583,713
Somalia,20,63353089,174486,324547,4189,483,356,159,303,444,158,388,327,371,173,235,356,556,245,96,151,498,68,582,326,310,216,305,301
Somalia,25,63353089,134815,261621,4189,452,326,147,283,402,148,360,306,354,163,218,274,424,187,80,117,406,56,497,258,250,185,212,218
Somalia,30,63353089,87128,146473,4189,340,251,105,215,271,118,271,250,308,140,184,195,316,122,67,86,304,44,374,154,169,125,104,141
Somalia,50,63353089,15648,27803,4189,145,98,50,76,51,47,80,98,153,79,90,60,96,31,21,26,122,16,155,38,42,29,17,46
Somalia,75,63353089,1090,4123,4189,34,13,10,9,3,4,7,4,11,13,11,5,4,2,0,1,4,0,6,3,1,0,0,1
South Africa,0,121971046,121971046,121971046,388240,87105,52923,100089,79581,113894,115525,59550,88419,74431,68027,82977,114723,119003,133665,139703,135034,188156,118085,140880,107719,95275,81815,62458,83732
South Africa,10,121971046,22212938,22431624,388240,86784,52631,99639,79001,113386,114887,58607,88045,74023,67668,80142,105233,92041,112245,112874,116624,157633,101627,119976,93980,82387,68491,52191,69576
South Africa,15,121971046,13481086,14650091,388240,85427,51796,98542,77982,111937,113270,55976,86945,72875,66700,77992,99505,80366,99369,99682,104489,139752,91161,107400,85275,73719,60161,45187,60137
South Africa,20,121971046,7708866,7312507,388240,81420,49701,95481,75324,108091,109044,50606,84027,69755,63982,73247,90578,64919,80760,81262,85888,110979,74447,88301,71179,60192,48139,35200,47005
South Africa,25,121971046,7121254,6475344,388240,80619,49243,94849,74706,107290,108066,49714,83371,69117,63452,72316,88947,61970,77125,76944,81978,104986,70854,83822,68249,57633,45824,33170,44480
South Africa,30,121971046,5983121,5282117,388240,77646,47681,92573,72601,104653,104944,47106,81375,67279,61758,69617,84896,56368,69667,70157,73547,94054,63667,76141,62246,52068,40980,29571,39557
South Africa,50,121971046,3163005,3114827,388240,69582,43178,85099,65562,96010,94685,40788,73425,60692,55250,61288,72454,37710,45242,44015,46080,60121,40425,47814,39802,32887,24878,17766,22765
South Africa,75,121971046,1082118,957689,388240,32135,20258,43652,33700,57875,55293,22429,43954,37658,34220,35442,40954,15482,17549,16979,16615,22035,14306,16010,13354,11067,8587,6036,7132
South Korea,0,10053628,10053628,10053628,109300,6519,5526,4439,13480,10839,12527,9972,17887,19985,16828,13425,17881,10799,15006,19085,25537,23589,24427,23119,22819,19556,28742,26516,19467
South Korea,10,10053628,5777297,5596505,109300,5819,4972,3879,12069,9525,10890,8627,14996,17321,15047,12180,16504,9948,14026,18050,23714,21806,22927,21658,21145,18215,26794,23103,16761
South Korea,15,10053628,5648125,5398887,109300,5723,4897,3817,11908,9393,10710,8496,14765,17112,14897,12049,16331,9836,13886,17892,23445,21545,22683,21425,20889,18010,26512,22681,16454
South Korea,20,10053628,5578699,5355178,109300,5627,4818,3732,11695,9200,10479,8317,14438,16802,14690,11902,16196,9762,13792,17784,23251,21379,22504,21271,20729,17863,26330,22444,16272
South Korea,25,10053628,5496400,5267729,109300,5537,4733,3639,11483,8992,10237,8154,14130,16508,14499,11772,16046,9644,13644,17609,22976,21122,22236,21063,20501,17662,26070,22141,16037
South Korea,30,10053628,5368013,5106572,109300,5504,4705,3611,11408,8924,10149,8097,14022,16416,14429,11718,15941,9477,13426,17341,22556,20757,21849,20731,20122,17342,25660,21640,15651
South Korea,50,10053628,4518622,4088234,109300,4195,3692,2753,9148,7002,7877,6533,11271,13864,12683,10448,14039,7680,11103,14549,18679,17268,17993,17473,16455,14238,21776,17505,12685
South Korea,75,10053628,1668978,1456550,109300,1479,1445,1078,3627,2789,3065,3007,4709,5771,6083,5496,7640,1720,3083,4284,5560,5320,5397,5349,4982,4338,6211,4908,3736
South Sudan,0,62809894,62809894,62809894,1082861,10778,13415,4709,18315,16451,15119,17120,14744,17478,7879,13751,16516,13059,12310,3542,4984,9169,3748,4746,3219,4746,5526,16411,15671
South Sudan,10,62809894,42730240,45730101,1082861,10657,13181,4623,18145,16200,15010,16940,14656,17234,7765,13671,16198,11689,11865,3510,4940,9081,3702,4703,3159,4612,5345,15096,14508
South Sudan,15,62809894,32587571,35010327,1082861,8867,12096,3976,16759,15187,14144,15295,13861,14956,7045,13112,14220,10118,10921,3314,4834,8757,3526,4570,3007,4174,5076,13277,12771
South Sudan,20,62809894,18668017,20110712,1082861,6347,9893,2795,13028,12710,11290,11706,11244,10646,5278,10765,9580,6843,8450,2781,4407,7570,3014,4143,2607,3256,4141,8551,8017
South Sudan,25,62809894,16950927,18572110,1082861,5883,9508,2587,12339,12173,10669,11044,10626,9876,4843,10223,8688,6401,8068,2709,4331,7406,2935,4064,2550,3148,3982,7967,7429
South Sudan,30,62809894,11386557,13259458,1082861,4906,8148,2064,10443,10566,8962,9523,9010,8057,3879,9012,6707,4931,6751,2460,4068,6857,2641,3754,2326,2813,3463,6182,5576
South Sudan,50,62809894,4111869,4603822,1082861,2706,3971,1049,4985,4724,3719,4810,4149,3818,2247,5440,3326,2605,4439,1865,3317,5333,2021,2671,1833,2145,2584,4152,3523
South Sudan,75,62809894,177994,523735,1082861,741,716,291,893,668,717,880,565,624,524,1180,627,215,471,334,618,1021,334,661,443,441,485,639,476
Spain,0,50604330,50604330,50604330,381025,37126,43144,27409,77340,57363,81257,67444,49741,75001,60553,43794,98758,89002,102404,90155,151686,146510,163040,103858,147096,125310,192634,128699,110237
Spain,10,50604330,14325911,12569204,381025,35372,40210,25162,71779,52589,76539,63216,46423,70491,57974,40937,88496,71349,81901,72337,119844,113408,131766,79478,113507,95931,155750,98479,86148
Spain,15,50604330,13060550,11606254,381025,33856,38731,23959,69091,50439,74277,61483,45206,68786,56931,40314,85871,69717,80158,70798,116809,109086,128582,77304,110416,93153,150995,94517,83869
Spain,20,50604330,12477422,11435190,381025,33610,38392,23749,68537,49965,73792,61096,44906,68373,56634,39978,84398,67617,78063,68976,113718,105764,125553,75291,107490,90599,146640,92105,82045
Spain,25,50604330,11746682,10864326,381025,33478,38213,23645,68197,49697,73431,60825,44701,68111,56434,39746,83263,65952,76334,67373,111015,102672,122977,73481,105125,88503,142596,89162,80342
Spain,30,50604330,11018935,10435475,381025,32811,37699,23316,67272,48954,72719,60257,44288,67545,56094,39326,80496,63956,74226,65414,107562,98460,119650,71022,101989,85791,137820,85868,78036
Spain,50,50604330,8099440,7564959,381025,27245,31062,19406,55930,40399,62754,53293,39290,58929,50391,35254,62064,49991,59532,51991,86292,74271,98599,57944,82571,68556,101444,67941,64395
Spain,75,50604330,5246620,5134943,381025,18422,19851,12143,35219,25415,41122,36978,27594,39743,36189,26570,42621,29983,36560,31713,53287,44274,66490,38533,54954,44135,61766,42992,43056
Sri Lanka,0,6583718,6583718,6583718,60078,3927,3654,3294,6272,4999,8473,11344,6889,15187,7529,16013,18805,11804,18647,8550,22462,16309,17071,12634,14865,15993,10434,16192,15683
Sri Lanka,10,6583718,4241154,3886908,60078,3829,3506,3204,5849,4792,7965,10602,6619,14401,7335,15132,15072,8526,13214,7655,18542,13776,13966,10775,11877,13952,8850,12621,12606
Sri Lanka,15,6583718,4168251,3724511,60078,3809,3481,3184,5772,4762,7882,10484,6581,14274,7306,15011,14886,8372,12985,7590,18268,13606,13754,10659,11705,13795,8742,12394,12415
Sri Lanka,20,6583718,4117760,3686155,60078,3791,3461,3170,5707,4722,7822,10387,6549,14135,7277,14897,14754,8251,12783,7534,17999,13430,13570,10557,11556,13631,8642,12186,12243
Sri Lanka,25,6583718,4041268,3606523,60078,3776,3444,3160,5654,4701,7775,10314,6522,14068,7252,14825,14587,8112,12590,7484,17799,13282,13397,10463,11424,13512,8548,11995,12062
Sri Lanka,30,6583718,3939917,3532226,60078,3759,3427,3149,5599,4682,7730,10243,6500,13974,7232,14737,14428,7953,12350,7402,17490,13065,13161,10308,11216,13297,8411,11720,11776
Sri Lanka,50,6583718,3546032,3032484,60078,3536,3183,2996,4927,4383,7095,9176,6084,12668,6840,13558,13189,7096,10932,6913,15582,11845,11796,9444,10069,12109,7633,10321,10451
Sri Lanka,75,6583718,2617449,1963582,60078,2664,2266,2337,2829,3227,4715,5332,4227,6963,4654,8490,9111,4556,7085,4740,9865,8107,7661,6468,6447,7735,4923,6312,6599
Sudan,0,187213281,187213281,187213281,216599,547,613,276,353,517,207,867,514,886,481,1127,701,1537,1299,84,190,442,99,185,170,172,170,21719,18052
Sudan,10,187213281,4288707,4732191,216599,430,557,227,261,445,169,676,397,764,454,937,500,291,307,40,110,402,86,160,140,139,150,1331,1039
Sudan,15,187213281,1180823,1466340,216599,201,418,122,93,295,79,477,270,399,381,642,199,136,110,30,96,321,75,148,133,128,134,332,300
Sudan,20,187213281,324509,318569,216599,60,198,42,30,156,21,291,102,170,131,346,39,32,26,10,49,129,43,96,109,77,71,96,80
Sudan,25,187213281,246794,293528,216599,47,158,34,25,143,13,263,89,145,108,303,28,23,17,9,39,109,37,87,102,68,60,56,60
Sudan,30,187213281,72713,72598,216599,26,76,19,13,100,3,185,55,81,41,206,13,9,6,8,27,75,16,56,67,50,43,23,29
Sudan,50,187213281,1171,2623,216599,2,4,5,0,5,1,21,5,10,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,75,187213281,1,10,216599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,0,14642538,14642538,14642538,23724,3701,3731,4586,5463,3528,3418,3637,7537,7394,7015,5707,19619,10322,15147,12170,17271,18357,19220,18723,15375,12592,14712,27504,36255
Suriname,10,14642538,13982195,14043999,23724,3693,3721,4556,5437,3517,3408,3630,7519,7372,7005,5700,19524,10223,14820,11958,16957,18071,19039,18504,15135,12290,14565,26298,34407
Suriname,15,14642538,13972072,14040994,23724,3692,3720,4553,5435,3516,3407,3628,7517,7370,7004,5699,19519,10220,14804,11949,16936,18059,19031,18492,15127,12283,14560,26250,34276
Suriname,20,14642538,13964149,14026605,23724,3692,3718,4548,5428,3514,3406,3627,7516,7367,7002,5699,19512,10215,14788,11937,16912,18043,19022,18477,15114,12274,14555,26209,34147
Suriname,25,14642538,13955312,14016858,23724,3691,3718,4546,5425,3513,3405,3627,7512,7365,7001,5698,19507,10208,14761,11927,16890,18028,19010,18462,15101,12268,14547,26144,34072
Suriname,30,14642538,13949796,13997712,23724,3690,3718,4544,5422,3512,3405,3626,7510,7362,7000,5697,19502,10204,14747,11921,16878,18018,19002,18454,15097,12263,14541,26116,34033
Suriname,50,14642538,13913252,13901617,23724,3675,3700,4469,5363,3495,3388,3609,7476,7295,6975,5683,19441,10171,14663,11879,16776,17943,18947,18395,15046,12227,14511,25899,33765
Suriname,75,14642538,13856520,13786135,23724,3645,3656,4343,5238,3435,3337,3561,7386,7159,6917,5650,19276,10075,14498,11785,16601,17802,18836,18270,14943,12166,14428,25602,33289
Swaziland,0,1738319,1738319,1738319,23455,7526,4247,6286,5792,4862,11188,6923,5148,11141,7408,3459,4534,4328,7377,5178,7905,10497,4971,7374,5714,6268,4091,3515,4365
Swaziland,10,1738319,1461231,1380075,23455,7521,4244,6278,5789,4858,11180,6920,5145,11137,7406,3408,4219,4145,6870,4689,7155,9668,3620,6233,4772,5490,3714,3291,4117
Swaziland,15,1738319,1075592,1110360,23455,7437,4216,6217,5753,4831,11033,6882,5106,11093,7370,3308,4034,3937,6372,4316,6539,8851,2981,5618,4133,4968,3344,3044,3771
Swaziland,20,1738319,648044,631510,23455,7036,3990,5958,5556,4683,10156,6668,4859,10877,7040,2945,3758,3527,5567,3652,5511,7341,2308,4785,3265,3981,2571,2488,3081
Swaziland,25,1738319,597248,571133,23455,6972,3953,5914,5521,4653,10025,6624,4813,10828,6969,2883,3705,3423,5410,3545,5330,7086,2204,4611,3105,3781,2425,2370,2923
Swaziland,30,1738319,469223,420922,23455,6735,3800,5760,5363,4535,9432,6469,4582,10654,6659,2622,3526,3126,4960,3217,4802,6376,1920,4116,2684,3160,1938,2034,2428
Swaziland,50,1738319,199649,185227,23455,6228,3490,5360,4986,4247,8379,6105,4222,9899,5760,2155,3092,2449,3659,2257,3333,4363,1237,2714,1661,1764,1026,1238,1239
Swaziland,75,1738319,60240,25438,23455,3641,2350,3326,3351,2863,5769,4690,2905,7040,3433,1144,1722,1198,1694,1207,1431,1608,397,744,541,490,277,246,291
Sweden,0,45004552,45004552,45004552,1671285,145724,179194,93009,272705,249817,250227,183771,295243,209047,264392,206074,237266,200925,247269,220689,318668,342696,298949,341774,350672,342732,341495,325394,329155
Sweden,10,45004552,29457025,31239099,1671285,145500,178931,92906,272380,249411,249852,183449,294728,208768,264122,205650,235531,198705,244112,217414,312886,334271,292614,335477,342841,335720,332869,316898,318969
Sweden,15,45004552,28729574,30293018,1671285,145221,178596,92765,271979,248987,249490,183159,294196,208516,263892,205479,235164,198224,243399,216791,311769,332949,291545,334367,341636,334645,331653,315706,317533
Sweden,20,45004552,28562848,30124801,1671285,145066,178411,92682,271738,248721,249258,182964,293915,208337,263729,205386,235063,198109,243212,216631,311439,332543,291228,334010,341239,334269,331222,315266,317002
Sweden,25,45004552,28277924,29634882,1671285,145021,178360,92654,271666,248661,249212,182924,293844,208307,263698,205360,234983,197910,242930,216372,310977,331994,290777,333533,340705,333789,330646,314653,316240
Sweden,30,45004552,27883711,29064873,1671285,144927,178263,92619,271564,248561,249126,182858,293724,208258,263646,205321,234882,197658,242523,216030,310349,331218,290152,332890,339968,333157,329903,313927,315358
Sweden,50,45004552,24023216,25417470,1671285,142676,175487,91415,267897,244874,245600,180729,289327,206432,261750,203937,232296,192941,235975,210405,300642,320576,281340,323280,329764,323884,319884,304091,303823
Sweden,75,45004552,15424343,16924272,1671285,128094,157884,83754,245052,225717,226624,169567,266800,194459,247690,194259,215843,157104,189736,169477,239647,254084,224491,259656,263346,261563,257304,243893,239913
Switzerland,0,4123525,4123525,4123525,15072,1189,895,451,3885,2348,2084,1892,2455,2313,1769,1955,1547,884,1614,803,1766,2730,3265,3630,4024,3607,2029,3202,4392
Switzerland,10,4123525,1650007,1663088,15072,1170,886,435,3845,2326,2058,1860,2428,2283,1745,1943,1525,806,1518,779,1690,2564,3157,3537,3940,3476,1983,3136,4244
Switzerland,15,4123525,1602141,1613290,15072,1167,884,433,3838,2324,2054,1857,2424,2280,1741,1942,1522,802,1512,777,1686,2556,3149,3531,3935,3468,1981,3129,4232
Switzerland,20,4123525,1586395,1605747,15072,1166,882,432,3833,2323,2053,1855,2421,2278,1740,1941,1521,800,1510,776,1683,2553,3145,3528,3933,3465,1980,3127,4225
Switzerland,25,4123525,1569484,1578165,15072,1165,882,432,3828,2322,2051,1854,2418,2276,1739,1941,1520,797,1508,775,1681,2548,3141,3525,3931,3461,1978,3124,4219
Switzerland,30,4123525,1543999,1554048,15072,1164,881,431,3826,2319,2050,1852,2417,2274,1738,1940,1517,792,1502,772,1678,2542,3134,3518,3927,3455,1975,3120,4212
Switzerland,50,4123525,1444950,1407740,15072,1139,864,419,3752,2296,2022,1828,2385,2243,1712,1925,1494,768,1463,758,1655,2494,3083,3469,3900,3407,1951,3083,4151
Switzerland,75,4123525,1134016,1066485,15072,1004,759,365,3360,2125,1873,1699,2175,2054,1570,1800,1366,660,1259,675,1488,2210,2770,3123,3681,3093,1767,2788,3752
Syria,0,18691925,18691925,18691925,5711,314,185,140,141,901,329,1675,929,186,284,198,6482,2005,1454,3232,2437,3211,1259,1615,4070,4931,748,3261,2142
Syria,10,18691925,147268,137318,5711,281,158,122,117,830,295,1612,863,145,253,171,5860,1483,1126,2711,2053,2507,1039,1354,3504,3612,553,2735,1317
Syria,15,18691925,132122,128324,5711,276,156,119,114,823,292,1602,855,140,250,168,5794,1447,1094,2670,1999,2438,1019,1329,3444,3454,535,2684,1252
Syria,20,18691925,124773,126322,5711,274,152,119,112,810,287,1592,844,136,246,165,5718,1416,1065,2623,1958,2383,1005,1300,3356,3305,516,2632,1192
Syria,25,18691925,114055,120654,5711,270,149,114,107,796,283,1578,838,132,241,158,5491,1324,1009,2522,1894,2274,964,1241,3195,3051,488,2524,1067
Syria,30,18691925,105940,116470,5711,267,147,114,106,792,282,1577,834,130,240,156,5371,1270,959,2394,1812,2147,903,1176,3037,2856,457,2446,987
Syria,50,18691925,82138,80809,5711,234,127,97,92,709,252,1508,775,109,217,136,4699,1100,788,2067,1528,1770,768,994,2558,2238,387,2119,776
Syria,75,18691925,45522,52578,5711,171,95,62,57,438,201,1324,667,68,169,94,3326,681,445,1161,907,994,428,580,1458,1177,216,1208,426
São Tomé and Príncipe,0,100218,100218,100218,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
São Tomé and Príncipe,10,100218,15407,15407,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
São Tomé and Príncipe,15,100218,15157,15156,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
São Tomé and Príncipe,20,100218,14528,14527,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
São Tomé and Príncipe,25,100218,14452,14452,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
São Tomé and Príncipe,30,100218,14214,14214,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
São Tomé and Príncipe,50,100218,13223,13224,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
São Tomé and Príncipe,75,100218,10744,10745,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,0,14211316,14211316,14211316,19712,96,74,58,70,63,46,36,68,68,36,57,88,44,11,0,0,2,0,3,13,3,1,26,16
Tajikistan,10,14211316,172580,75643,19712,67,40,36,25,32,22,16,38,39,14,22,32,3,1,0,0,0,0,0,1,0,1,23,2
Tajikistan,15,14211316,116314,51795,19712,64,38,34,23,30,21,16,36,37,13,21,29,3,1,0,0,0,0,0,1,0,1,21,1
Tajikistan,20,14211316,99252,47708,19712,63,38,32,21,29,20,15,34,36,12,20,27,2,1,0,0,0,0,0,1,0,1,20,1
Tajikistan,25,14211316,70017,35558,19712,62,36,32,21,29,20,14,33,34,12,20,26,2,1,0,0,0,0,0,0,0,0,15,0
Tajikistan,30,14211316,60257,31673,19712,62,36,32,20,29,19,14,33,34,11,20,26,1,1,0,0,0,0,0,0,0,0,15,0
Tajikistan,50,14211316,19344,6834,19712,50,26,24,14,20,12,8,21,24,7,13,15,1,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,75,14211316,6245,2330,19712,25,12,9,5,7,5,4,8,11,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,0,94052972,94052972,94052972,557201,105985,113627,140804,93063,146073,154219,187191,239447,266785,197495,190680,249332,287075,300577,162588,228590,332431,268887,213653,290622,277600,270472,405665,398589
Tanzania,10,94052972,65242032,64603993,557201,105576,112492,139176,92291,144833,151284,186159,238111,263822,196134,189854,246574,279783,292493,159157,224381,323095,261626,208718,282302,270085,262943,391851,383997
Tanzania,15,94052972,54839060,53109402,557201,102408,107137,130281,88111,135269,137178,175944,226492,240614,185389,184091,233818,267478,280819,154086,217994,305970,251067,200974,271365,258209,250721,370056,363011
Tanzania,20,94052972,36451585,34462079,557201,91816,94645,103329,76325,109415,105438,144060,190916,179348,158282,160096,186481,222002,237773,132649,186160,242788,208875,170605,226928,207452,200460,291407,287465
Tanzania,25,94052972,34055615,32932653,557201,89975,92790,99327,74455,105983,101235,139969,185567,172390,153970,156339,180391,213843,229916,128732,179400,232448,201441,165090,218855,198506,192046,278225,274618
Tanzania,30,94052972,26405606,24703253,557201,82215,85080,84067,66893,91584,85294,121682,164249,143353,138481,137797,154429,181509,198220,111960,152852,194869,171704,142771,186208,165068,160657,229026,225766
Tanzania,50,94052972,9700378,8655684,557201,54940,55813,45465,41779,48323,44956,55733,89667,63257,82006,60902,79268,87218,93048,47942,69066,91001,76632,70506,78514,70616,70067,96399,87631
Tanzania,75,94052972,1231552,1113573,557201,17644,9699,8220,6431,7995,6646,8059,11134,8404,15133,10497,11786,12513,13037,6361,9235,13082,10102,11868,11134,10389,11152,15268,9463
Thailand,0,51393934,51393934,51393934,1842303,41050,69736,67437,104062,91118,117392,105878,88599,150309,152018,113082,160606,150351,212498,170951,250644,275451,197091,212163,201419,205794,200942,287180,287717
Thailand,10,51393934,21911980,21330922,1842303,37924,64178,61854,96334,86785,105551,96763,82959,138093,140069,99869,124847,94537,150194,129789,185546,210529,144620,142381,131467,135170,123315,159437,158799
Thailand,15,51393934,21193696,20519712,1842303,37348,63149,60719,94857,85998,103478,95267,81928,136059,138087,97768,120567,90888,145850,126929,181312,206465,141400,138541,127780,131343,119421,153810,153368
Thailand,20,51393934,20863067,20212087,1842303,36881,62300,59931,93687,85331,102133,94301,81350,134838,137026,96747,118700,89184,143402,125043,178319,203174,138955,135835,125181,128682,116700,150102,149810
Thailand,25,51393934,20549696,19768063,1842303,36443,61608,59166,92724,84783,100905,93432,80727,133694,135930,95673,116769,87636,141493,123663,176169,201152,137294,133981,123450,126996,114885,147633,147361
